text,label
and we will go further with the advent of a dedicated federal minister for regional health to speciﬁcally oversee regional healthcare and the needs of regional patients.,2
develop mabs into a personal debt management agency,4
"where the old infrastructure is already in place, we will replace it to increase its efficiency while putting up new infrastructure where it does not exist",3
no country should stand by and let perpetrators get away with these crimes.,5
"identify land for settlement, will identify legitimate claimants, will provide serviced sites to empower people.",6
" provide capital and other resources for use by community groups (e.g. recreational clubs) who have entered into partnerships with doc to maintain backcountry huts, and actively encourage more of these partnerships for the approximately 1,000 huts on the conservation estate;",4
"the current president is repeating the disastrous cuts of the postvietnam war era,",0
•personal retirement accounts must be the cornerstone of strengthening and enhancing social security.,4
only 10% of land in ireland is under forestry which represents the second lowest proportional percentage of any country in europe,4
and work at european level towards a ban on advertising aimed at children,0
use any further fiscal headroom - including from positive revenue surprises - to get debt to 20 per cent of gdp sooner than 2020.,3
"by improving trust and confidence between the government, the private sector, labour, academia and other stakeholders",1
he spike in road fatalities that endangered a generation of motorists was tackled head-on with the national road safety authority.,4
"but without growth, development will not be sustainable.",3
sewerage and communications in newly constructed housing developments.,3
"support measures to reduce the education costs to parents by identifying solutions to textbook, uniform and ancillary costs, particularly in areas of disadvantage;",4
we honor the extraordinary sacrifices of the men and women of the territories who protect our freedom through their service in the u.s. armed forces.,6
we want to make democracy fairer and more transparent.,1
"to this end special focus will be given to vulnerable new parents in the allocation of resources, (this also forms part of the ‘early years' portion of our manifesto.)",4
for turning scientific research into jobs;,3
"when cera and government ministers are making decisions instead of the council, the priorities are wrong. 6",1
* reform the resource management act and review the regulations that federated farmers estimate cost each farmer thousands of dollars a year.,6
"in auckland earlier this year we announced the crown building project, which will see 34,000 new warm, dry houses replacing 8,300 old, run down state houses",3
"supported the current government’s initiative to provide welfare for those who need it,",4
support staff are a vital part of schools and the green party is committed to ensuring they and the children they work with are able to work together with security and continuity.,4
this should be extended on a reciprocal basis.,5
"-we will push for the completion of a more ambitious banking union including a common regulation, deposit insurance and resolution mechanism.",0
organ donation: we will legislate for family consent and an opt-out register in organ donation.,4
ending tolerance of illegally erected flags and emblems.,5
"encouraged energy consumers to compare and switch electricity and gas suppliers, and put tools in place to help this to happen.",3
"when children are aged one to two, the payment will abate above $79,000 of household income at a rate of 20. 8c/$1.",4
"marine taxation: fine gael has carried out the first ever review of marine taxation policy across government, published in 2015.",6
establishing new zealand as a world leader in managing our oceans,4
a dedicated unit within the saps to fight drugs would be in a position to co-ordinate an assault on drugs far more effectively than police officers working individually.,5
and back reduced employers’ ni contributions to support job creation.,3
"solar in schools has the added benefit of reducing greenhouse gas emissions and educating students, staff and the wider community about environmental sustainability and clean energy.",4
"oscar providers are given some guidance around ""accommodating"" children with special needs.27",4
"provide for an acceptable ""buffer period"" before civil servants /local government officials take up employment in related areas of the private sector;",2
we will ensure that workers have the right to request a more predictable contract and other reasonable protections.,6
"standards are too low, especially in core skills such as reading and maths.",4
that is why we have set a target of increasing participation in early childhood education to 98 per cent of children starting school in 2016.,4
family incomes package will provide a boost for 1.3 million families by $1350 per year on average,5
i recognise there are good people and good ideas being put forward at this year’s election.,1
an immediate levy of 48% and a royalty of 7.5% should be applied on landed gas and oil.,3
"these measures build on labor’s earlier significant commitments to stopping family and domestic violence, including measures such as critical funding for frontline legal services, transitional housing options for women and children escaping family and domestic violence, and hosting a national crisis summit within our first 100 days of office.",5
"ensure, by our actions, that the renewal of africa through the implementation of nepad, remains the centre-piece of our foreign policy and that our country continues to enjoy the respect of the african masses throughout africa and the african diaspora;",0
"investment in innovative models of care and service modernisation, such as projects advanced by genio",4
• schools must be able to reward merit and excellence in teaching.,4
"our nhs is the envy of the world, and we will fund it properly,",4
assist in the creation of an efficient processing sector with a view to securing its longerterm competitive advantage with our 3100 million investment package.,6
we will give new freedoms to local authorities to enable them to invest in local capital projects.,6
4) the eff government will work towards filling 100% of vacancies in all public service institutions.,6
it is not just here in northern ireland that sovereignty and identity clash violently.,5
and deliver tangible improvements in service at the frontline,2
introduce further regulation of moneylenders to prevent exploitative behaviour.,3
we will provide free health insurance for every child under 16.,4
"in light of this a clear and precise transition path from where we are today to a situation where 95% of people are able to provide for themselves, while protecting the elderly, must become a priority.",4
"we will also ensure that imports of biofuels, which are subsidised by foreign governments, do not receive the beneﬁts of the excise rebate in australia",4
fully protect the free travel pass for all pensioners and work with private and public operators to keep services open across as many routes as possible.,4
"thirdly, improving cash flow by implementing a temporary amnesty on tax penalties for small businesses and",3
"nz power will stop the overcharging for our electricity, in a similar way as pharmac has done for our prescriptions.",3
"for example, a united states study has found that well connected rural regions performed better economically. 1",3
– not to stand in the way of those who seek to create that prosperity.,3
"vigorously pursue policies that tackle negative attitudes to ageing leading to prejudice against older people,",6
"however, the more radical approach of this government has been to squeeze funding for all areas outside of these fields.",3
with special focus on the eradication of poverty and underdevelopment and of ensuring greater prosperity.,3
improving competition rules so competitive forces drive productivity growth;,3
tax transparency: to promote public awareness and transparency in the taxsystem we will send all taxpayers a breakdown of how their annual contribution has been proportionally spent by government.,2
in dealing with the issue of welfare reform it is vital that we keep the proper balance between enhancing the gb welfare system and the protection of frontline public services.,3
the initiatives are worth $1.1 billion over four years.,3
it will be in lieu of other pension tax relief and contribution limits will be in line with those,3
risk assessments for new imports are backed up by sound science;,3
as a result the most vulnerable amongst us have been robbed of opportunities for development and advancement.,4
diversity is one of scotland's great strengths.,5
but will be managed by local authorities.,2
labour will hold the governor of the reserve bank equally accountable for undershooting monetary goals as for overshooting them.,3
"• review health regulations including occupational licensing, in order to allow providers to respond more flexibly to patients' requirements and hire qualified overseas expertise.",3
"to meet the challenges of the 21st century, ireland needs a world-class education system.",4
"3. we will help families get ahead by freeing them from the burdens of the carbon tax – to protect australian jobs and reduce cost-of-living pressures, especially rising electricity and gas prices",5
it appears that the emphasis within the public service has increasingly moved away from a performance based culture and there are few if any meaningful parameters to review performance collectively or individually.,2
"21. the eff government will employ graduates from institutions of higher learning in government entities, including state-owned entities, immediately after they have graduated.",6
require regular case manager interviews for sickness beneficiaries,4
"established whare oranga ake -a programme for training and repatriating prisoners to life outside, and also preparing the community to receive and support offenders at the end of their sentence.",5
"instead of unemployment falling, as had been projected under labour's policies, it rose steadily under national.",2
"it imposed a euro-style bureaucracy to manage its unworkable, budget-busting, conflicting provisions.",1
the fairest and most progressive way to achieve this is by funding from general taxation,4
and fed up with westminster.,5
3. driving investment in new industry and renewables – labor will stand up for jobs in manufacturing and send the right signals to attract investment in renewables.,3
rewarding tree planting by farmers and landowners.,4
budget 2017 included an extra $224m including a new $100m social investment fund that supports innovative new proposals to tackle mental health issues,4
we will ensure that all transgender and non-binary people can procure official government identification documents that accurately reflect their gender identity.,4
life literally costs more than ever before - and our families have less money to pay for it.,6
corruption is a cancer that is not easy to remove.,2
cracking down on multi-nationals to ensure they pay the correct amount of tax,4
"in addition to the proposed green paper process, we would immediately extend representation and the franchise to the 6 counties electorate,",0
"ensuring that any immigration system implemented after brexit enables those who are highly–skilled in science, technology, engineering, mathematics, and related disciplines to continue to migrate to the uk to work.",5
alternative forms of energy are part of our action agenda to power the homes and workplaces of the nation.,3
"all students attending universities, wananga, polytechnics and private training establishments, as well as those training through new zealand apprenticeships, 13 will be eligible for the green card.",6
amend the planning & development act 2000 to provide that buildings demolition and dismantling methods ensure a maximum reuse capability of waste materials;,3
"we will ensure that commissioners sit on local health and wellbeing boards, enabling better co-ordination of crime prevention with local drug and alcohol and mental health services.",5
increase oda to 0.7% of gnp by 2012.,0
"promoting health lifestyles is vital to tackling long term health costs and enabling people to live long, active lives.",4
because their economic progress makes possible the conservation of natural resources.,3
"our laws will be made in london, edinburgh, cardiff and belfast, and interpreted by judges across the united kingdom, not in luxembourg.",0
"as the economy recovers, public servants' pay will gradually recover in line with the lansdowne road agreement.",6
"today we are showing the world that the forces which burdened our history: sectarianism, disputed boundaries and economic dependency can be overcome.",5
"when complete, it will supply 20,000 housing units, significant financial and retail employment, and a new cultural and leisure quarter to the people of cork and the entire munster area.",2
