text,label
"and use new financing instruments to encourage investments in energy-saving retrofits to canada's industrial, commercial, and residential buildings.",4
* tax shift to make advertising directed at children ineligible for corporate tax write-offs.,3
"and to boost investment, innovation and inclusion.",3
"make canadian energy security and environmental standards priorities in trade negotiations, including putting energy front and centre in any new trade negotiations with the united states.",3
"the ndp knows that for many young people, a quality college or university education is the key to a secure economic future.",4
"and to $1,800 per year for part-time students.",4
* set up task forces to address the treatment of aboriginals in the canadian justice system and to investigate and address the disappearance of aboriginal women.,5
"they also want new investment in green urban infrastructure including recycling, mass transit, energy efficiency upgrades to buildings, water conservation",4
"to support their long-run economic and environmentally sustainable, a liberal government will:",3
there is simply no other issue of such vital significance to canadians.,5
accessible and affordable child care and early learning are also smart investments in our economy.,4
and establishment of six national collaborating centres for public health.,2
"investment in canadian skills, training, and education is a proven means to create real jobs, and is the backbone of canada's future as a sustainability superpower.",4
"even with this problem clearly defined, paul martin and the liberals chose instead to hand out $10 billion in tax cuts to corporations and multinationals, rather than invest a portion of it in the next generation of canadian workers who,",4
"today, our economy produces 50 percent more wealth per capita than it did a generation ago.",3
"canada has a shortage of 20,000 skilled tradespeople, which is expected to rise to 50,000 by 2010.",3
ensure federal commitments to energy sustainability.,3
"using this method, products and services are taxed, and thus priced, according to the positive or negative impacts caused throughout their lifecycle.",3
nafta has been used twice to force canada to accept toxics: by overturning a canadian ban on a toxic gasoline additive banned in the us and by forcing canada to accept the import of toxic waste in contravention of an international treaty.,3
"we will introduce a public safety officer compensation benefit to be paid to the families of fire fighters, police officers, and paramedics killed or permanently disabled in the line of duty.",4
we will endow the low carbon economy trust with $2 billion in our mandate.,4
"even with evs and phevs, we will still require some liquid fuel, though possible as much as 80% less.",3
"we made targeted investments to encourage the use of new renewable energies, particularly wind and biofuels.",4
create restorative justice and healing approaches that provide indigenous youth better opportunities and choices.,6
"we'll continue to advance our low-tax, balanced budget plan for jobs and growth,",3
"in addition, the evolving outlook for the economy will determine the “room” in the budget from year to year.",3
plan for transition to 100% fsc certified forestry.,4
"the liberal commitment to small business goes beyond supportive tax measures and will include enhancement of the broad range of existing small business programs, as well as a determined attack on the burden of regulation and paperwork that is borne by small business.",3
"the green party believes in reforming our tax system to make it fairer and more in tune with canadians’ desire for a healthy environment, a sustainable economy and a vibrant, caring society.",5
this legislation will also mandate that the redevelopment of federal lands include affordable housing and housing cooperatives.,4
"scandinavian countries, with the world’s highest labour and social standards, rank near the top in international competitiveness.",0
a robust canadian climate and energy strategy begins with eliminating all fossil fuel subsidies.,4
"making aboriginal communities priorities in new housing and infrastructure programs, finally honouring the federal government’s obligations to bring aboriginal living standards from the third world to the first.",4
"* give funding priority to small-scale projects to restore and enhance wild fish stocks, especially with aboriginal peoples and traditional fishing communities using traditional technologies.",4
facilitating work past 65: older workers who wish to remain in the workforce will represent an ever-increasing source of experience and skills.,6
special attention will be given to aboriginal students and those pursuing remote and rural practice.,6
"and where possible, we will work with nearby communities to help grow local eco-tourism industries and create jobs.",3
"to protect local culture and sustainable practices,",3
"beginning in 2018, admission for children under 18 will be free,",4
the liberal government has recently committed $1. 5 billion to help canada’s forest industry make the transition to competitive strength and sustainability.,3
when we took office canada had free trade agreements with only five other countries.,2
broader access to university and college;,4
"finally, we will work with the privacy commissioner as we develop these new initiatives, to ensure that canadians' data is kept safe and secure.",2
we need new rules to require the summoning of a new parliament (within 30 days of an election) and for the dissolution of parliament.,1
"these steps include: enhancing and extending the apprenticeship job creation tax credit – raising the amount employers can claim to $2,500",3
a conservative government will stand up for a fair and sensible immigration plan that works for canada.,2
a liberal government will enshrine in legislation four principles for foundations – the “quad” .,4
"* promote aboriginal culture, language and history as a fundamental source of canadian identity.",5
implement the national action plan on aquatic invasive species,4
green party mps will: create a separate federal department of tourism to coordinate all aspects of tourism.,4
we will consult with canadian and international aid organizations to review current policies and funding frameworks that will refocus our aid priorities on poverty reduction.,0
a liberal government will build upon our strong record of defending rights of canadians.,1
continue to participate in the broad international coalition against isis,0
the federal government has paid the nuclear industry $17 billion in subsidies over the last four decades.,3
many people find it hard to position the green party on the old political spectrum.,2
"life expectancy has increased by more than a third, to 63 years.",0
the liberals’ negligent approach to the environment endangers our natural heritage and our quality of life.,4
encourage economic diversification.,3
some have endured the uneasy wait for diagnostic tests and procedures.,4
we will protect the integrity of our elections,1
"passed bill c-24, which eliminates most corporate and union donations to political parties and enhances disclosure requirements.",2
"meanwhile, the development of hundreds of potential mining projects in this great, vast country – such as the ring of fire in northern ontario and plan nord in quebec – is challenged by the high cost of working far from transportation routes and supply centres.",3
"our conservative government has helped canadian businesses invest and grow through targeted tax relief,",3
"we will make high-quality mental health services more available to canadians who need them, including our veterans and first responders.",4
"despite widespread evidence to the contrary, one of paul martin’s new liberal senators said that concerns about the crystal meth disaster were “garbage.”",5
"we will work with provinces, municipalities and charitable organizations to look at ways of improving the effectiveness of federal dollars spent on homelessness initiatives.",4
"we will reinstate the tax credit for contributions made to labour-sponsored funds, to help support economic growth and help canadians save for their retirement.",4
it sometimes seems the liberal view of canada is the view from the cn tower or the peace tower.,3
the card is proof of previous military employment and can be used as proof of service with the department of veterans affairs and for companies and service providers that offer special benefits for former service members.,2
"to give concrete meaning to the accountability principle in the canada health care guarantee, a liberal government will:",1
and improve parental and maternity benefits.,4
"a liberal government will work with the disability community and with provinces and territories, municipalities, business and voluntary organizations to eliminate stigma and to promote an understanding of disability.",4
- about three-quarters of the benefit has gone to individuals and most to these to canadians with low and modest incomes.,4
"our government considers celebrating canada's history and keeping alive the memory of the people and events that have made this country what it is today, an important way of restating and recommitting to the principles that animate us as canadians.",5
* reestablish funding for status of women canada and for a women’s program that funds not-for-profit women’s groups that advocate women’s rights.,4
"and enhance the inspection, monitoring, and regulation of legal controlled substances to prevent their diversion for illegal ends.",5
green party mps will: increase oda by 0.05% of gdp ($650 million in 2007) to reach the target of 0.7% of gdp by 2016.,0
"we must encourage economic development in all regions of the country and create job opportunities for all canadians, regardless of where they live.",3
"this will allow our economy to immediately begin the needed transition to clean energy, efficiency and low emissions.",4
"unfortunately, the un suffered a “crisis of credibility” in 2003 when the un security council split over the use of force in iraq to oust saddam hussein.",0
this hazardous new mission is part of sharing the global burden of confronting terrorism in one of its prime breeding grounds.,0
provide national and international leadership to prevent build-up and counteract the harmful effects of marine debris.,4
"care in hospitals is $9,000 to $16,000 more expensive per patient per year than community-based home care, which plans for an aging population while relieving the burden on families, especially on women, who disproportionately care for elderly relatives.",4
"hmcs discovery has a proud history with the rcn, and this construction will respect the current facility's historic architecture.",0
we will make sure that no money intended for investment in communities is allowed to lapse.,3
"the federal liberals spend only a fraction of this every year repairing canada’s roads and sewers, or meeting other infrastructure needs such as renewing urban transit or ensuring a safe water supply for canada’s rural municipalities.",3
this is an important and innovative component of our vision of an accessible and inclusive canada.,4
"we will also work with northern and remote communities to ensure that the program is more transparent, effective, and accountable to northerners and other canadians.",2
and strengthen pay equity provisions in the canada labour code for workers in federal jurisdiction covered by the code and called for by the pay equity task force.,4
the revelations of liberal corruption from the gomery inquiry have destroyed that role – perhaps for a very long time.,2
the liberal government sought in the early 1990s to put in place an early learning and child care program.,2
ensure the proper functioning and independence of the parliamentary budget officer.,2
"british columbia now has fixed election dates every four years, and other provinces, including ontario, quebec, and new brunswick, are moving towards fixed dates as well.",1
canada needs a made-in-canada plan to open doors for young people,3
– the creation of the canada foundation for innovation (cfi) by the liberal government in 1997 triggered a renaissance in basic research in canada.,4
– continue to build new clean water facilities.,3
"according to the bulletin of atomic scientists, and leading canadian experts like former ambassador for disarmament, the hon. douglas roche, the world has quietly entered a second nuclear age.",0
and to make changes through renovations as their needs and circumstances evolve.,6
restoring and reinvesting in affordable housing programs abandoned by liberal and conservative governments.,4
it's time to make strategic investments to provide infrastructure for mining projects like committing $1 billion in federal support for the ring of fire in northern ontario.,3
liberals believe in a patient-centred philosophy and will work with provinces and territories to create a canada health care guarantee based on a strengthened foundation of the five existing principles of the canada health act;,4
"ensuring those affected by a weak steel policy have a voice by changing the composition of the canadian trade tribunal to equal representation from steel workers, businesses and steel-based communities.",3
taxes are lower.,2
and attracts countless immigrants every year seeking a better place to raise their families and pursue their dreams.,5
"at the moment, freight owns the tracks and controls the traffic signals.",3
a conservative government will: work with the provinces and municipalities to develop tax incentives for private-sector builders so that low-income city dwellers will have improved access to affordable housing.,4
"with five-year funding of $300 million, the strategy is aimed at healthy eating, physical activity and healthy weights – all key factors for some of the leading preventable chronic diseases.",4
"because fish cross international boundaries, we must lead efforts for a global ban on harmful open ocean fishing practices as part of a renewed commitment to fisheries management.",0
we will add new measures to stimulate investment in the broader public interest.,3
"ensure that the disclosure requirements of the access to information act cannot be circumvented by secrecy provisions in other federal acts,",1
"the liberal vision for people with disabilities is therefore a vision of a truly accessible and inclusive canada – accessible and inclusive not just for persons with physical disabilities, but also persons with psychological and other invisible disabilities.",4
and it will begin by achieving real progress on the issue that matters most to canadians: the quality of the health care we receive.,4
"we will seize the opportunity to build a new energy economy – new industries, new jobs for canadians, new environmental solutions.",3
"that is why we need a dispute settlement procedure that works and is respected by all parties, in letter and in spirit.",3
p) provides transitional assistance for those switching to certified organic farming practices;,6
the middle class is struggling.,6
fiscal room that should be allocated to canadian priorities is hidden so the liberals can continue out-of-control spending.,2
the matter of citizenship should never be political.,6
"for example, studies have demonstrated conclusively that reducing taxes on personal income– as liberals have proposed – does far more to promote economic growth than reducing taxes on consumption(e. g., gst)",3
"unfortunately it was not possible to reach agreement with the provinces at the time, in part because almost all governments were struggling to cope with unsustainable fiscal situations, but also due to the fact that there was no agreed-upon process to guide federal investment in the provinces’ domain of social policy.",2
energy requirements are simply higher in rural canada and in the north.,6
and closing the loophole that punishes working moms who lose their jobs after taking maternity leave.,4
"therefore, the martin government made significant investments through sport canada in the own the podium 2010 strategy and in national and international events.",6
"review civilian and military hq functions,",0
"* develop, in collaboration with provincial and territorial governments, a set of national home care objectives in a national home care policy, that incorporates and improves upon existing policies affecting eldercare, including but not restricted to: ensuring couples needing support and care can continue to live together; economic allowances (such as tax rebates); living choices; transportation and respite care.",4
"public health care,",4
"even if the industry were “green and clean” as claimed by the pro-nuclear propaganda efforts, it fails on the economics.",3
"the canadian sustainable generations fund will make critical investments in trades, apprenticeships, and education, and will ensure that all canadians have the skills and training to prosper today and contribute to building the canada of tomorrow.",3
"but, since 2006, our conservative government has made a historic commitment to supporting public infrastructure across the country.",3
"this means that the maximum amount that can be claimed will increase to $8,000 from $7,000 for children under age seven, to $5,000 from $4,000 for children aged seven through 16, and to $11,000 from $10,000 for children with disabilities.",4
a re-elected conservative government will maintain and build on this low-tax record.,3
"to give research greater prominence on the government’s agenda, the prime minister has created the position of national science advisor and appointed dr. arthur carty to the post.",3
"a re-elected liberal government will continue to support innovation in the sectors, and champion their products in national trade and export strategies.",3
mental illness is a challenge that touches the lives of millions of canadians.,4
"with the canada child benefit, nine out of ten canadian families will receive more than under stephen harper's confusing collection of child benefit programs.",2
"re-classify auto theft as a stand-alone, indictable violent offence.",5
"canada has 202,075 kilometres of coastline and most of it lies in the arctic.",5
"increasing transfers to the provinces and territories for health care and education,",2
"that's why, in 2007, our government established the mental health commission, with a broad 10- year mandate to improve canada's mental health system,",4
and changing the mandate to promote sustainable industrial and community development.,3
"with these changes, the ndp will: add a dedicated five weeks of leave for the second parent, including leave for same-sex couples and adoptive parents.",4
"in a time of dominance by global industrial food systems, we want to rebalance the equation by creating resilient local economies fueled by local growers, farmers, and producers.",6
"working with the provinces to ensure swift and fair justice, we will fund changes so an accused's day in court is not many months or years after the crime.",5
increase funeral and burial assistance rates for veterans to bring the rates for veterans in line with those of active duty canadian forces and rcmp officers.,6
"giving police the tools they need to do their job by tackling the backlog in the canadian police information centre database, known as cpic, a national tool for police and prosecutors to check the criminal history of suspects and those charged with or convicted of new offences.",5
the federation of canadian municipalities has estimated that there is a $60 billion infrastructure “deficit” in our cities and communities that is growing every year.,3
we're: deploying caf personnel to western ukraine to develop and deliver training programs for their ukrainian counterparts.,0
most of the bitumen in the alberta oil sands must remain in the ground.,3
we will expand investment in first nations communities,4
"whether it's pier 21 in halifax which welcomed more than one million immigrants between 1928 and 1971, quebec city during the irish potato famine or ports of entry elsewhere in canada, our immigration history is a proud and diverse one.",5
a re-elected conservative government will also support capital investment by abolishing tariffs on a wide range of imported machinery and equipment.,3
"unfortunately, under stephen harper, our influence and presence on the world stage has steadily diminished.",2
how can we achieve the best possible economic result?,3
the ndp is the only party with a national strategy on aging that will ensure that everyone can age with dignity.,4
"jack layton and canada’s ndp will create jobs and clean the environment by: providing tax incentives and funding for research and development into new fuel technology for cars, giving incentives to manufacturers to retain and expand plants in canada.",3
child mortality rates have been cut in half.,0
our men and women were sent to the war zone of afghanistan with improper camouflage uniforms.,0
"making the ei account a separate trust fund, not part of the government’s general revenues where premiums are spent on corporate tax cuts instead of insurance for the people who are paying the premiums.",4
there is abundant evidence to support this contention.,3
"in the interim, tax trusts at ten percent.",3
learning – we have significantly improved access to post-secondary education – both colleges and universities – through a number of specific initiatives in the march budget.,4
"the ndp will: create a cabinet-level committee chaired by prime minister tom mulcair to ensure that all government decisions respect treaty rights, inherent rights and canada's international obligations.",4
the candu reactor waste in india allowed that nation to join the nuclear club.,0
"recognizing the proven success of community economic development, making co-operative ventures with business, labour and community groups a priority, and extending the concept of community economic development to fisheries.",3
and expanded and extended it into the new building canada plan.,3
"in a world of traditional and emerging giants, countries like canada with small populations risk being swept aside, their influence diminished and their ability to compete hampered.",5
while introducing the popular new ten-year multiple-entry super visa for parents and grandparents.,6
enhance parliamentary oversight over defence policy and military equipment procurement.,0
"small businesses are the thread of canada’s economic fabric, employing almost half of the private sector workforce and accounting for the majority of new job creation.",3
"it has not only achieved its kyoto greenhouse gas reductions target, it has exceeded that target by a factor of seven.",4
"an ndp will: improve critical infrastructure in indigenous communities such as housing,",4
increasing health funding by 31 percent.,4
"the new building canada fund is an important source of infrastructure funding for canadian communities, but it has been hit by dramatic cuts and is heavily back-loaded, with more than 70 percent of its funding locked away until after 2019.",3
we will modernize the existing home buyers' plan to allow canadians impacted by sudden and significant life changes to buy a house without tax penalty.,4
the rising cost of postsecondary education puts a heavy load on canadian students and their families.,4
we will ensure arctic communities are full partners within canada.,2
"to better support veterans who have had their career options limited by a service-related illness or injury, we will invest $25 million each year to expand access to the permanent impairment allowance.",4
"once this increase is fully implemented, it will result in savings of more than $400 per year for eligible seniors receiving the full value of the credit.",4
"over the last decade, stephen harper has steadily weakened our gun laws in ways that make canadians more vulnerable and communities more dangerous.",2
"it recognizes the modern demographic reality that even severely disabled persons can often expect a long lifetime and, increasingly, will outlive their parents.",4
the new canada job grant helps employers train new or existing employees for jobs that need to be filled.,3
"supporting a new, fairer equalization program for the provinces, as supported by all the provinces.",2
we will make sure that rural and low-employment communities of southern ontario will be able to access regional development programs along with northern and eastern ontario.,3
"it enhances people's health, dignity and life opportunities.",4
"we will work in consultation with consumers, workers and industry to:",3
and ratify the optional protocol that provides for a complaints mechanism.,0
"* provide much greater funding to the provinces earmarked to increase the number of detox facilities and treatment beds for drug and alcohol rehabilitation, establish more safe injection clinics, needle exchange programs, to provide certified addicts with prescriptions procured drugs in small safe doses, and develop educational prevention programs.",4
in 2006-07 canada contributed $6.2 million to un peacekeeping missions and $1.4 billion to the nato mission in afghanistan.,0
"some offer a learning component, others less so.",2
and it talked about an accountability framework to ensure timely reporting on health care performance.,4
"we will work with the provinces and territories to amend their labour codes, to reflect these new federal benefits.",2
"in 2015, this will rise to 50%; in 2020 to 75%; in 2025 to 100%.",4
"this is demonstrated by our commitment of $4 billion to clean up contaminated sites across canada, many in our northern communities, but also including the tar ponds in sydney, nova scotia.",4
"to better allocate research funding, we will establish a transparent process that involves food producers.",2
phase in a new child benefit.,4
"a re-elected conservative government will increase our support for these caring canadians, by increasing the amount eligible for the adoption expense tax credit from $15,000 to $20,000 per child,",4
"– ensure equitable participation in environmental projects and activities, especially those related to climate change.",4
"to help northern residents with higher costs of living, and to help our northern economies grow, we will increase the residency component of the deduction by 33 percent to a maximum of $22 per day.",4
"we will immediately double the number of applications allowed for parents and grandparents, to 10,000 each year.",6
the intensity of hurricanes is increasing.,4
"we're so committed to these goals, we'll entrench them in law.",3
any legislation will be subject to a free vote in parliament.,1
"after watching many pension plans lose value on the stock market and with many pension plans under funded as a result of stock-induced contribution holidays and corporate greed, many workers are increasingly concerned about their retirement security.",6
"to avoid the “tipping point” described above, we need reductions in greenhouse gas emissions of 30% below 1990 by 2020, of 80% by 2040.",4
they should be helping to build the country we want.,5
a re-elected conservative government will ensure that the public appointments commission gets up and running.,2
more students with advanced degrees will be needed to keep canada at the cutting edge of innovation.,3
"yet, with the arrival of the 21st century we face new challenges.",5
the protection of communities from the evolving dangerous drug trade act will allow the government to respond quickly and effectively to the emergence of new illicit substances appearing on canadian streets;,5
"even more than that, it is a moral imperative.",5
we are taking strong action against terrorism at home.,5
"our response is to strengthen the public system, not abandon it and not dilute it.",4
"– research excellence requires not only direct funding for researchers themselves,",4
while banning of dangerous pesticide substances and handling of disposal and spills are dealt with by cepa.,3
"a conservative government will: commit to spending at least one percent of total federal health funding annually on physical activity, including amateur sport and programs for school age children such as the awards of excellence program.",4
and championing canadian companies abroad.,3
a re-elected conservative government led by stephen harper will require automatic inclusion for all serious sexual offences in the national sex offender registry.,5
the green party believes that canadians are willing to pay to do it.,4
"international policy – to provide the intellectual and policy underpinnings to bolster canada’s influence in the world, the government launched a comprehensive review of international policy that, for the first time, integrates diplomacy, development, defence and trade.",0
"by severely cutting its budget, stephen harper has jeopardized our national broadcaster's ability to do this important work.",2
"we will support a temporary forest support program for workers displaced by the softwood lumber dispute, and loan guarantees to companies for cash requirements for the tariff liability associated with trade disputes with the united states.",3
ensure that no woman or child in need will be turned away from a women's shelter.,4
"clean air: our climate change plan is improving air quality across canada, with associated benefits for health and quality of life.",4
"we'll continue to encourage the growth and modernization of the industry through the forest innovation program, which supports research and development.",3
we've hired trade commissioners dedicated to agriculture issues.,6
we must protect the fundamental principle that the prime minister reports to parliament; not the other way around.,1
jack layton and canada’s ndp say it’s time to build the country we want by investing in the brains that will build it.,5
the glaciers are melting and with them the water source for prairie rivers.,4
all federal support for municipalities will be subject to carbon conditionality clauses.,4
"as families change and adapt, so too should government.",4
now is the time to invest.,3
the ndp will help young people get a strong start by making ei eligibility fairer,4
canadians consistently make clear choices at the ballot box.,5
"supporting health care professionals and policymakers in their efforts to develop a national approach to palliative care,",4
"from highways, airports and harbours to subways, bridges and community facilities, infrastructure projects create good jobs for tens of thousands of canadians,",3
our government pays $93 million in interest every day.,3
"as a result, many of our farm families have been forced off the land.",6
train new health professionals,3
give the information commissioner the power to order the release of information.,5
"together with this support of the senlis council recommendations, is also the need for increased support of other traditional agricultural products and harvests.",0
advocating for custodial management of the fish stocks on the nose and tail and the flemish cap of the grand banks.,3
government operations.,4
and through special programs encourage aboriginal canadians to assume a bigger role in it.,5
"in cooperation with the provinces, remove postsecondary education funding from the canada social transfer and create an independent canada education and training transfer to ensure that there is dedicated funding for postsecondary education and training.",4
stephen harper's hand-picked ethics spokesperson being sentenced to jail time after a conviction for breaking election laws is just one illustration of how broken ottawa has become under his leadership.,2
"and using administrative sanctions, rather than court proceedings, to deal with violations.",2
and setting up a six-member board jointly selected by the government and the official opposition to review and approve all political appointments.,1
protect ei premiums so they provide benefits to canadians and are not used as the government's piggy bank.,6
a conservative government will: establish a francophone secretariat within the department of canadian heritage.,5
sustainable harvesting is an area of special need.,3
"the plan covers the world’s largest freshwater ecosystem – the great lakes-st. lawrence river basin – as well as other key waterways under stress, including the lake winnipeg watershed.",4
labour unions play an important role in protecting the rights of workers and growing the middle class.,6
"it has been estimated that up to three million unpaid caregivers provide more than 80% of all the care needed by people with disabilities, long-term health problems and age-related infirmities.",6
the home buyers' plan allows aspiring homeowners to make tax-free withdrawals from their registered retirement savings plans to finance the purchase or new construction of their first home.,6
and to protect their places of worship and priceless artifacts at risk of destruction.,0
"regenerate our maritime force through the establishment of a single civilian coast guard agency, new multi-role combatants, and new hybrid carriers for helicopter support and strategic lift.",0
we know that there's more to our communities and our country than government and so we're helping canadians give back to their communities and support one another.,5
"as a whole, he has added to the weight of a massive economic, social and environmental debt that will be left to our children.",2
a conservative government will restore balance and accountability to canada’s criminal justice system.,5
"federal approvals for oil, gas or coal-fired power generation will not be granted, where such approvals are required, unless they are accompanied by 100% safe, secure, long-term underground carbon capture and sequestration (not yet technologically proven).",4
ensure that parents who are laid off after returning to work from maternity or parental leave will have access to regular ei benefits.,4
two in particular require focused attention to fix the tragedies and near misses we have experienced as a country.,3
they need respite – temporary breaks from the emotional and physical exhaustion of round-the-clock responsibility.,4
"and the prosperity that is shared among canada’s provinces and territories through our constitutional commitment to equalization reflects our values, but also adds stability through good times and bad.",1
"and the kitsilano coast guard base in vancouver, which were closed by stephen harper.",5
the great lakes-st. lawrence basin is the world’s largest freshwater ecosystem.,4
our shift in attitude will mean true nation-to-nation dialogue and negotiations.,2
it is also true that the green party does politics a little differently.,2
and to replace the current emphasis on voluntary action with mandatory pollution prevention measures.,4
"the ndp recognizes the challenges when reliable internet access is not available,",3
the interest of middle-class families need to start coming first.,6
"a conservative government will: provide all families a new $1,200 per year choice in child care allowance for each child under six, to be taxable in the hands of the spouse with the lower income, starting in 2006.",4
a conservative government led by stephen harper will require that all candidates in a general election or by-election have the democratic approval of their local electoral district association.,1
she uncovered massive overspending on the gun registry.,2
"paul martin and the liberals have: consistently refused to help communities provide clean water for their citizens,",4
"the agency also provides national leadership and international collaboration in preparing canada to prevent, and otherwise to respond quickly, to public health emergencies such as sars or possibly an influenza pandemic.",4
"end the conservatives’ restrictive 2007 canada-us softwood lumber agreement,",3
and we are.,0
arts and culture help define who we are as canadians.,4
the world has changed and the liberals are the last to notice.,2
"due to costs of this measure, it is a multi-year goal.",4
"under the liberal government, canadians have seen corporations receive billions of dollars in subsidies, grants, and loans – many of which were never repaid.",3
this will be followed up with additional contributions of $100 per year for 15 years.,4
focusing on growth in the manufacturing sector,3
"finally, related to this legislation, the ndp’s infrastructure-financing program will provide funding for badly needed improvements to public sewer and water systems, making a real difference in water quality.",4
"and establishing compatible-use buffer zones around national parks for the maintenance of natural biological diversity and ecosystem health; and,",4
"despite this impressive progress, much remains to be done.",0
tom mulcair's record as quebec's environment minister means canadians and the international community will be able to count on canada's ndp government to make polluters pay and do our part on climate change.,2
"this means investing in icebreakers, not slush-breakers.",3
green party mp’s will re-establish canada’s national dream and:,5
this “accounting error” is still under investigation.,2
"frequently, victims are drawn into forced labour or prostitution.",5
but their words have rarely been followed through with action.,2
"recently, the government quietly released a report by 145 leading canadian scientists that warned that canada’s changing climate will lead to everything from increasingly severe storms in atlantic canada to retreating glaciers in our north.",4
"liberals believe that the best way to defend the values enshrined in the canada health act is to ensure that publicly-funded, quality health care is there for all canadians when they need it.",4
"and will instead purchase one of the many, lower-priced options that better match canada's defence needs.",0
"green mps will work to: amend the accountability act to ensure that all those who monitor government are selected at arms length from those they monitor,",2
"as well as for treatment facilities, rehabilitation of addicts, and consider shifting to prevention through educational programmes instead.",4
and establish new energy efficiency regulations.,3
"canadians value the public, accessible, affordable health care system that the ndp first created over 50 years ago.",5
clean air act: to set and pursue a target that lives up to our responsibilities to the kyoto accord to address air pollution.,4
"the federal government eliminated its role in social and affordable housing under the paul martin liberal cuts of the 1990s, creating the affordable housing crisis we are experiencing today.",2
"the liberal government has invested in a wide range of initiatives to clean up the environment, protect wildlife and natural habitats, and provide environmentally sustainable infrastructure.",4
provided a six-week compassionate care leave for people who must take time off from their jobs to care for gravely ill or dying family members.,4
"commit new funding to helping destination canada promote conservation and heritage industries, in particular angling, hunting, and snowmobiling.",4
develop a comprehensive land claims policy that genuinely respects aboriginal title.,2
a conservative government led by stephen harper will ensure speedier recognition of foreign credentials and prior work experience.,6
a conservative government will hold young lawbreakers accountable to their victims and the community.,5
it can be sustainable and profitable into the future.,3
allow income assistance recipients to keep 100% of the wages they earn up to the low income cut-off level to encourage people to get back into the job market.,3
and commit governments to collaborating on knowledge and best practices.,2
additional support for rural and northern canadians:,6
stephen harper and the conservative party support the implementation of the 2003 health accord.,4
hospitals get dirtier and dirtier.,4
and working to achieve social goals.,4
modernize the administration of our fisheries to ensure greater focus on conservation,4
we must ensure that nafta is reformed in ways that meet our priorities:,5
"and regulation is important, because it reassures parents of quality and safety.",4
"ever since 1971, currencies have been allowed to “float.”",0
it is about ensuring a sustainable quality of life for all canadians.,4
"although this bill died when the opposition forced the election, a liberal government will reintroduce it to give canadian creators and their works protection without nullifying the great public benefits made possible by digital technologies.",4
the ndp will: introduce an act to eliminate poverty in canada.,4
"and, we're proud to say, our industry sets the gold standard for environmentally-friendly forest managment.",4
or they can extend those payments at a lesser rate up to a maximum of 61 weeks.,4
this includes investments in local water and wastewater facilities;,4
the ndp believes that not only is change possible; we believe that change is necessary.,6
a re-elected conservative government led by stephen harper will ensure that aboriginals have the opportunity to fully participate in canada's economy and society.,4
we need to invest in positive opportunities for young people to say “yes” to.,4
a liberal government will work with provinces and territories to restart the process of expanding the public system on a national basis.,4
"if it can't be reformed, it should be abolished.",1
an unelected senate is simply not acceptable in a modern democracy.,1
"as a first step, a re-elected conservative government will launch a joint force land and marine border patrol pilot project with the customs and border services agency and the rcmp to patrol unguarded u.s. road and marine crossings to canada in quebec.",5
"co-operating with our neighbour and closest ally on issues of mutual concern is possible without sacrificing our right to protect our priorities, culture and independence.",5
recognize the realities of seasonal employment by basing ei benefits on the best 12 weeks of employment earnings.,4
"by virtue of history and geography, canada is an integral part of the north american economy.",3
canada also aims to be in the vanguard of exciting new green technologies ranging from carbon sequestration and clean coal to wind power and biomass.,4
"encourage the un/au mission to coordinate efforts with the french led eu mission in chad and central african republic to provide safe ‘corridors’ between refugee camps to facilitate increased protection of, and delivery of, international aid",0
and no animal by-products are used in animal feed.,4
increasing penalties for sexual offences against children and creating two new offences aimed at conduct that could facilitate or enable a sexual offence against a child.,5
"under stephen harper, canada has dramatically scaled back its involvement in peace operations – a decision that could not come at a worse time.",2
the tobin tax could provide the funds to meet the millennium development goals and have funds left over.,0
our conservative government has been a proud supporter of youth and amateur sport in canada.,4
"ban the use of terminator seeds and protect every farmer’s right to choose, save and control their seeds.",6
"we will also create a single online point-of-contact for all government services,",2
"rural, industrial and resource communities are seeing plants and entire industries shutting down and workers forced into unemployment.",3
"the liberals' top justice priority is to change the law to allow the sale of marijuana in our corner stores, making it more accessible to our children.",2
"more roads don’t solve the problem; they make it worse, quickly filling up with more cars.",3
that means the federal corporate tax rate in canada will be only 14 per cent by the fourth year.,3
"in opening up the elections act, we will un-do damaging changes made in the harper era that undermine canadians' right and ability to vote, whether living within canada (youth, first nations, homeless and others) or living overseas.",1
canada can do more to help ukraine push back against russian propaganda.,0
it’s time for a government policy that reflects that commitment.,2
mps should be elected through a fair voting system that ensures parties get a share of seats in parliament that is equal to their share of popular vote.,1
canadians must demand better democracy.,1
current commercial reverse-mortgages only allow for lump sum payments.,3
"in the “programme review,” deficit cutting era of the chrétien liberals, oda dropped to 0.25% of gdp in 2000/2001.",0
a registry of convicted criminals who have been prohibited by the courts from owning firearms.,5
