text,label
"•the unemployment rate has fallen from 6. 3 to 5. 5 percent, which is below the average of the 1970s, 1980s, and 1990s.",3
to elderly people in remote rural areas.,6
"position ireland as an important cultural and heritage tourism destination, by building synergies between the tourism and culture communities, developing the work of culture ireland and enhancing public access to our built heritage, attractions and monuments.",4
"we believe eu roaming charges should be scrapped altogether, consistent with the principle of a single market.",0
support hapu and iwi based initiatives through cogs and lotteries,5
• ensured a very competitive pricing framework to encourage uptake by businesses and consumers.,3
"that right must be underpinned by the resources to ensure that waiting lists are tackled quickly, in a planned way and in proper consultation.",6
we will simplify the law on extradition to target organised crime including drug traffickers.,5
and provide more resources i.e. more full-time planners.,2
• pass legislation to make it harder for serious criminals to get bail.,5
labour will complete the roll-out of the integrated ticketing system on all modes of transport.,3
labor has misunderstood both the market and the problem.,3
"introduce tight regulation over equity release schemes, and provide independent advice, through the financial services regulatory authority, on the rights and options of seniors who own property.",6
"we will establish an office for senior citizens, similar in design to the office for children, to address issues relating to aging from a ‘whole of government’ perspective.",6
but we were thwarted in some of our attempts to reform politics.,2
personal budgets: fine gael will give adults and children with disabilities and their families the option of needs-based personal care budgets so that they have much greater choice and control over the services they need.,6
"fianna fáil in government is determined to continue to prioritise the interests of people with disabilities over the next five years, through a series of significant next steps forward.",6
"working with disabled people and organisations that represent them, the scottish government has produced an action plan for the implementation of the un convention on the rights of persons with disabilities in scotland.",1
"our vision is of a nation made up of well educated, determined, healthy, and innovative people,",5
as well as increasing efficient use of finance and human resources.,2
" made these changes as part of legislation designed to “arrest the sharp increase in the prison population”, rather than being motivated by public safety.",2
labour opposes parallel investor-state dispute systems for multinational corporations and we will open a dialogue with trading partners on alternative options that provide investor protection whilst guaranteeing equality before the law.,3
"building on our substantial record in recent years, fianna fáil is proposing a series of next steps forward in the areas of public health programmes and screening services.",4
and those who currently find it difficult to get a job.,6
"and will require all companies bidding for public contracts to recognise trade unions,",6
democrats will partner with other countries and private companies to build up capacity,3
- encourage people to take more responsibility for their own health.,5
in 2006 the figure had fallen to 26 even though recording of crime had probably increased due to the introduction of the garda pulse system and the fact that more items are insured.,2
"this will include business-class or rnzaf flights, accommodation and meals, medical assistance, and support staff.",6
who votes for relegation?,5
strengthen support for co-operatives in marketing and supply activities to enable small scale producers to enter formal value chains and take advantage of economies of scale.,6
promote diplomacy as the first option to resolve international conflict,0
"the green party will make public transport in greater christchurch more convenient and affordable for everyone by increasing investment in the metro bus service, with $10 million a year going towards a bus prioritisation programme.",3
"with higher levels of poverty and presently one of the less well-developed regions of the united kingdom, this means it is vital for northern ireland that: the national commitment is implemented fairly and properly resourced.",4
we want to double the number of journeys made by bicycle,4
made more data available so parents and communities can see how their school is doing and how their region is performing.,4
a plan that will ensure that – wherever people are in the country – they have access to the services that they need.,4
increase the supply of quality health workers,4
climate change is one of the greatest challenges of our times – and it cries out for leadership from all nations.,4
our interest is always in striking the right balance between national security considerations and the fundamental democratic rights and freedoms all australians cherish.,1
and people with disabilities,4
it is unacceptable 45 years after the equal pay act was passed in 1970 that the gender pay gap remains.,1
"as a good neighbour, new zealand will make the pacific its major focus of attention.",0
we would change this system to ensure distribution of resources in such a way that parliamentarians have more control over the funding allocated to them.,1
consumers in the uk pay some of the highest prices for petrol and diesel in europe.,3
"medicaid counted almost 30 million enrollees in 1990, has about 54 million now, and under obamacare would include an additional 11 million.",4
children are most vulnerable to infections like whopping cough and pneumococcal disease between the ages of 3 to18 months old.,4
fine gael will support the on-going nationwide roll out of the “food dudes” fruit and vegetable promotion programme to all primary schools in ireland.,4
we will strengthen uk scrutiny of european legislation and positions taken by british ministers in europe,0
nowhere is the need for collective endeavor greater than in afghanistan.,5
"we will also expand the remit of the recently established irish government economic and evaluation service, to include a centre of excellence in data analytics, in order to provide skills and services across all government departments and agencies.",3
"prevention will be the priority, and resources will be directed especially at rural areas and poverty-stricken communities.",4
where pollution control is an issue prior to the relevant planning authority making a decision;,4
"support, through the united nations framework, socially just reform, including democratic and economic reforms, in countries where governments are engaged in human rights abuses.",0
"on delivering shorter waiting times,",4
"ensure judicial authorisation is required for the acquisition of communications data which might reveal journalists’ sources or other privileged communications, for any of the purposes allowed under ripa;",1
"our hospitals are crumbling, equipment is outdated, it systems are inadequate and community facilities are neglected.",4
implement new investigation management systems with inbuilt performance measurements;,5
expanding the kainga ora approach with the introduction of a 'well housing' initiative.,4
"the policy would deliver a net benefit unless it more than quadrupled the number of people imprisoned for burglary from the current 1,200 to 4,800.",5
mobile phone coverage is a continuing challenge,3
rather than being crushed by jeremy corbyn and john mcdonnell’s inexorable hostility towards aspiration and entrepreneurship.,2
while removing the requirement to conclude a collective agreement.,3
and where every child has a roof over their head and food on the table.,4
− rules making principal building contractors fix defects in their work within 12 months.,3
we need to create a route to success for the 50 per cent of young people who do not go down the traditional academic route.,3
"when returned to government we will embark on a short nationwide public consultation, including public meetings to consider what additional community services should be included in the plan.",4
particularly in rural regions has prevented rural enterprises from doing business efficiently.,6
"in the interests of security of supply, we support the maintenance of reserve electricity generation capacity.",3
hence they are less likely to be employed.,4
· for taking the tough decisions,2
the standard means test for rent supplement will be kept under review,3
we support a 50% renewable (electricity only) target by 2030.,3
"we will publish a strategy for protecting civilians in conflict, setting out detailed plans for work on conflict prevention and resolution,",0
"26. the eff government will build two grass fields, two pitches and a swimming pool at every school by 2023.",4
"democrats are committed to balancing environmental protection with development,",3
"1,500 doctors leave britain every year for better pay and more relaxed working conditions in australia or new zealand.",6
"this change will include: creating an independent national office of the traditional leaders, similar to the office of the chief justice with budgeting, administration, procurement and shared services powers.",2
"this review would incorporate research into equality in the arts sector, the life of artists in ireland today, funding practices and administrative processes as well as the relationship and need for enhanced collaboration between the arts and areas such as education, tourism and the social welfare system.",4
"with australia’s freight task set to double by 2025, an enormous effort must be made to expand and modernise our interstate and regional rail systems.",3
"and we will continue to support essential roof repairs for our cathedrals and churches, along with other places of worship.",5
new zealand supports a global response to lower the growth rate of global emissions.,4
ensuring sustainable grant-funding for specialist independent support services.,4
"set targets to increase apprenticeships for people with disabilities, care leavers and veterans,",6
"the number of late consents has fallen by around 10,000 a year.",2
"labour in government will maintain and encourage the clear, close, and successful co-operation between an garda síochána and the police service of northern ireland",5
create a fully licenced state enterprise bank,3
"• support the resource management act review process with a view to expediting procedures,",2
"any new options for retirement security should be voluntary, so workers can choose to remain in the current system or opt for something different.",3
technology can distribute power throughout our communities and enhance the democratic process.,1
"additional funding will support an estimated 5,800 more children to attend ece by june 2018, which brings us closer to our better public service target.",4
we want to unleash a revolution that lifts up everyone.,4
the oireachtas,1
"ensure that the legislative, judicial and administrative arms of government function",5
"in the meantime, water is the immediate problem, because both nsw and queensland state governments have moved to reduce irrigation allocations without proper compensation.",6
this office would have a mandate to ensure that planning laws are enforced effectively and uniformly across the country.,5
while protecting property rights.,3
competent and,2
"2. the eff government will ensure that each and every public institution such as hospitals, police stations, home affairs offices, labour offices, and social development offices have at least two people who are trained at and understand sign language to cater for people who cannot speak.",6
"we support full foreign policy independence,",0
the da will: widen the delivery net by giving ngos and community organisations more state support.,4
"under john kerry and john edwards, we will offer high quality early learning opportunities, smaller classes, more after school activities, and more individualized attention for our students, particularly students with special needs, gifts, and talents.",4
"we have increased the number of plc places by 60% to more than 30,000. 55% of 17-19 year olds entered third level in 2005, compared with 44% in 1998.",4
"use a variety of measures to ensure that there is a vibrant local and ‘hyperlocal’ media to help inform citizens about their local area and their local politics, including: redirecting the current subsidies for ‘local tv’, which have failed to contribute significantly to cultural life.",1
establish national pay scale for early childhood care and education workers.,6
less than one third of schools are provided with funding to cover the amount of extra teaching time required for their ors children. 16,4
bad budgeting: the national education budget cannot pay for the number of school teachers in sa.,4
it is unitedfuture policy to: fully support victim restoration programmes for non-violent crimes to ensure those offenders and their families compensate victims for their losses and face up to the people they have hurt;,5
and that the status of existing game species is to be preserved.,4
the number of children starting school each year having participated in ece has increased to 96 per cent.,4
labour will re-introduce bursaries and funding for health-related degrees.,4
in order to maintain the family farm unit across the country state supports are vital to making it financially viable for families.,6
making improvements in the area will be a key factor in tackling the significant obesity challenge that we will face in the future if present trends continue.,4
"help deliver a fully electric bus fleet,",3
labour will build human rights and social justice into trade policy.,3
the nhcc will be empowered to work pro-actively with the relevant health bodies to ensure that effective action is taken to bring the quality of care up to acceptable standards.,2
"labor’s plan for a national approach to water safety will address this inequity and ensure that all primary school children, regardless of where they live, who their parents are, or where they go to school, will receive water safety training.",4
"and will ensure that they have the resources they need to investigate and prosecute crimes against native peoples and communities,",5
and we will give councils the powers and funding to buy back homes from private landlords.,2
ban other new fossil fuel developments such as other unconventional fossil fuels and open cast coal.,3
"we are lucky to live in a country rich in renewable energy sources, and we want to make the most of our natural assets.",3
"freeze student contribution fees & restore post graduate grants,",4
the education and training of public servants will be promoted.,3
we will bid for the 2008 european football championships to be based in scotland.,4
we therefore intend to submit these proposals to a citizens assembly as proposed later in this document.,1
we will engage with climate change experts to set specific targets and create a roadmap to reduce c02 emissions.,4
especially if the money is not invested in productive economic infrastructure.,3
now is not the time for tax cuts.,4
community development is crucial,5
2. end the practice of paying new entrants to public sector jobs a lower rate of pay simply because they started after 2011;,6
"we will improve initial training,",5
we all deserve to live in a safe environment.,5
"to support this, labour in government has introduced a landmark national positive ageing strategy.",6
"the dp‘s greatest achievement in this debate so far, has been to lift the veil of silence covering the issue of race in sa.",2
federal labor will also invest $100 million over four years in a new renewable energy venture capital fund.,3
combating pyramid schemes,3
"this deprives south africa of many of the beneﬁts of a more federal system, including bringing government closer to the people and accommodating diversity.",2
we also understand the importance of young people being healthy and well-rounded.,4
$1 million to upgrade darwin entertainment centre.,4
"unlike them, we will not do any special constituency deals as a price for going into government.",2
we will enact the recommendations from the 1989 review of matua whāngai.,6
"the workplace,",6
"a smart, modern economy has thriving industries built on a base of science and innovation,",3
labour’s plan to close the gap in our public finances is split 50:50 between spending cuts and new revenue-raising measures.,3
garda organisational structures will be amended to reflect a focus on community-based policing and an acknowledgement of the value of the gardaí involved in it.,5
the snp has been pressing for the reintroduction of the post-study work visa since the tory - lib dem uk government scrapped it in 2012.,5
every parent aspires to the best start for their children.,6
on track to post a budget surplus this year.,3
"and affordable, high-quality child care.",4
the next challenge is to open up the learning opportunities and enjoyment offered by digital tv and the internet to every household.,3
"with liberal democrats in government, crime is down 10%.",5
that has begun to change.,6
for workers in the oil & gas sector – we’ll keep the pressure on the uk treasury to do all it can to protect jobs,6
and road networks in turn need planned development and proper maintenance.,3
"labour will review our historic investment treaties with other countries, ensuring they are fit for purpose for the 21st century.",3
"38. the eff government will provide mobility, technological and human aids for all pupils with disabilities.",4
a merger and take-overs panel will ensure competitive practices and prevent “asset stripping” which has destroyed many scottish companies over the past 20 years;,3
"the transfer of students seeking to be artisans to stem (science, technology, engineering and mathematics) colleges, tvet colleges and agricultural schools and colleges,",4
"we reject the current model that requires students to borrow to live, limits opportunity and access, and imposes a mortgage on both individual students and our nation’s future.",4
the westminster system has been shown to be broken and incapable of meeting scotland’s needs.,5
all of this has been achieved while delivering budget surpluses in nine of the last ten years.,3
we will not support legislation for gambling casinos in ireland.,5
act proposes a law to set statutory time limits for lodging and settling treaty claims:,5
"located in the department of finance, in order to drive forward efficiency,",2
securing sufficient funding for the highway trust fund remains a challenge given the debt and deficits and the need to reduce spending.,3
labor and tony abbott don’t have the backbone to stand up to the mining corporations and big business.,3
• increase the pool of funds available for targeted rural funding to reflect additional costs facing all rural schools.,4
"we will publish a white paper to build on the report of the forum on patronage and pluralism, and clearly set out long-term policy in this area.",5
research suggests that over 1 million hectares of maori freehold land is not being used to its full potential.,6
in advance of the crt we propose one initial measure to fulfil our commitments to drive fuel prices down,3
"we will secure the homeland, investing more resources to improve mass transit, aviation, infrastructure, and port security.",0
1 this is the same rate as applies for 13 to 15 year olds.,5
service delivery are topical in the south african politics.,4
this cannot go on.,4
and empower the cuban people to write their own future.,0
we call for the private sector to take over airport screening wherever feasible,3
establishing citizens’ climate assemblies to engage the public in tackling the climate emergency.,4
"where we are: funding for meat marketing in wales is being diverted across the border, harming welsh producers.",6
we are also committed to lowering the overall cost of education to students and their families.,4
to provide ai-driven solutions to water management and water scarcity by 2022.,3
labor knows the current system of disability care and support is underfunded and unfair for those who rely on it.,6
"we will offer contracts for aid programmes to british providers first, so that we are better able to see what results we get from various programmes and track spending.",0
"added to that, we recognise the need to reinvigorate our town centres.",2
"we will, in the long-term replace council tax with a local income tax, and replace the uniform business rate with a fairer system of business rates, raised through local councils and set in accordance with local priorities.",3
"there would be no more sectors, no more enforced social segregation.",5
we are also committed to data sharing between government agencies and action to reduce to a minimum the number of ‘spare’ national insurance numbers that are a gateway to fraud.,5
issues such as climate change and social equality will take centre stage.,3
"democrats will target relevant investments with the goal of delivering 40 percent of the overall benefits to disadvantaged and frontline communities, including in clean energy and energy efficiency; clean transit and transportation; affordable and sustainable housing; remediation and reduction of legacy pollution; and critical clean water infrastructure.",4
the accurate determination of customary and recreational fishers’ actual and reasonable needs.,4
and stronger domestic manufacturing base for electric vehicles,3
and increasing recycling targets.,4
we embrace our differences and reject the notion that we are all the same.,5
their lives are considered less valuable than those who do not live with albinism and their rights are therefore trod upon without consideration.,4
in 1997 we set a target of reducing co2 emissions by 20 per cent by 2010.,2
"since 2010, working people are earning on average £1,600 less a year after inflation.",6
"new emissions and fuel efficiency standards for american cars are reducing our oil use,",4
- a national centre for triathlon at the same location.,4
ukip opposed britain becoming involved in this conflict from the start.,0
where plebiscites are passed we will immediately move to establish a new office of mayor and hold elections.,2
unitedfuture believes the tax system should work in the interests of those raising families,5
"– encouraging the regime towards its professed aim of building a vibrant colour-blind democracy, based on one vote one person.",1
those reductions are dangerous and counter-productive because the men and women of the guard and reserve tend to be older and more experienced than their active duty counterparts.,0
"all homes to be compulsorily insured including full earthquake, landslide, flooding and other disaster cover and a minimum of full indemnity insurance.",3
empower the office to coordinate a panel of scientific advisers available to provide confidential advice to government on detailed issues as they arise.,3
"the nationals are determined to eliminate the divide between those living in and those living outside major capital cities, including any limitation in access to a fair legal system that respects the rights and responsibilities of all australians. the nationals are committed to:",4
research and innovation: fine gael believes ireland can become a global centre for innovation in the food and drink sector.,6
what we actually joined was a supranational political union.,0
"• not cut tertiary funding, as national has done.",4
"national will also continue to work with our regional partners through the bali process and other means to deter, detect and disrupt potential people-smuggling operations.",0
and growth in tasmania.,3
"democrats will always fight to save americans’ lives by making it easier and more affordable to go to the doctor, get prescription medicines, and access preventive testing and treatments.",4
this will deal with all aspects of system design and procedures that affect patient safety.,2
and a free and universal early education and childcare service should be introduced.,4
and bring top pay back into line.,3
and providing hope for those who have been unemployed for years.,6
we will put the national data guardian for health and social care on a statutory footing to ensure data security standards are properly enforced.,5
"training more apprentices, with a target of 50,000 by 2020",3
we will introduce multi-annual minimum funding to enable community and voluntary organisations to plan ahead.,4
"helping 125,000 businesses at the heart of their local communities.",3
but limit those who seek to live closer to central business districts where there are more opportunities.,4
set up a people-led constitutional convention to determine the future of uk’s governance,1
 expand the social workers in schools programme beyond decile 1-3 schools.,4
"-we will increase the earned income tax credit from €550 to €1,650 at a cost of €123m and increase the earned income tax credit in line with the paye tax credit to ensure equalisation is maintained into the future.",3
"the review, however, confirmed the current policy settings would remain. 20",3
this is the legacy of the abbott-turnbull government.,2
"although one of the aims is employment generation, there is no measure of the number of jobs any project supports.",4
3. the local authority contracts the work to be carried out and assesses its effectiveness.,2
democracy with community participation and transparent and accountable decision-making is the basis for a resilient and adaptable city and region. 8,1
and by reducing the bureaucracy and regulation that prevents small businesses from flourishing.,3
david cameron’s government wasted billions on a top-down reorganisation he promised would not happen.,4
"gp consultation fees for young people can be as high as $56, with prescription charges a further burden. 1",4
"keep the electricity and gas network infrastructures, as strategic national assets, in state ownership and ensure that these assets are never privatised.",3
"in the interim, there is more that can be done.",4
strengthening enforcement of minimum employment standards through more inspectors,6
coupled with new public awareness campaigns and speedy incorporation of relevant eu directives into irish law.,4
this will be funded from within the existing dhb and health budgets.,4
closing the gender pay gap,4
but the republican party has nominated a man whose firm invested in companies that were pioneers of outsourcing,2
and against lgbt people.,5
fiscal consolidation takes place by initially reducing state debt in the medium term to manageable and affordable levels and,3
and delivering economic growth:,3
carry out an investigation into the opaque system of patronage and lobbying that has characterised the privatisation of the nhs.,2
we’re also continuing work to rebuild the infrastructure required to ensure christchurch remains a key visitor destination.,3
"a second free pre-school year, and a €2,000 childcare subsidy for working parents of children aged between 9 months and 36 months in formal childcare settings",4
lower inflation and greater exchange rate stability can be better secured by working with britain's european partners.,0
"2,800 nurses",4
and protect the most vulnerable from the impacts of poverty.,4
"reviewed and overhauled the rma, employment law, the ets, and electricity and building regulations.",2
we will target policies and resources in improving the health of scotland’s children and encouraging in our young people -,4
"the federal government must play a central role in the provision, regulation and support of aged care services.",6
bring in an expensive and complicated capital gains tax on every new zealand business and farm and 2.3 million kiwisavers - but only a quarter of the housing market.,3
"last year, there were an estimated 6.1 million incidents of crime experienced by adults in england and wales.",5
‘a’ level results continued to improve in 2014.,2
"and diabetes,",4
and robust environmental protection.,4
public morality is in the state of decline.,5
and funded from general fair and progressive taxation.,4
that a minimum of 50% is procured from women and the youth.,4
confusion or prolonged legal wrangling over these issues may slow implementation and pose complex questions for law makers.,3
we will push for the following to be implemented by the uk government: securing membership of the customs union to minimise the adverse effects of brexit to our farming and agribusiness sectors,6
and who has forged strong links with the local community.,2
"and with independence,",2
to achieve that ambition we will have to go further in reforming our education system.,4
and hope that its success might be replicated in cyprus.,0
"we honor the contributions of the residents of the district of columbia, especially those who are serving honorably, or have served, in our armed forces.",0
providing for a far more extensive and frequent engagement with jobseekers through interviews and consultations.,3
• determine a range of activities deemed to be community work.,4
a moratorium on the release of geos into the environment until there is an adequate scientific understanding of their long term impact on environmental and human health and animal health. (nb: most gm products are fed to animals),4
"it is about making more of england a suburb of london than rebalancing and expanding the economy of the united kingdom,",3
we will back the national citizen service and promote it in schools as a way of bringing communities together.,5
-we will legislate to give the personal assistance scheme a statutory footing.,4
we will direct funding away from bureaucracies and overlapping and competing programmes towards local communities and real action so that indigenous australians get the services they need,4
"but whether by 2023 or 2033, this issue needs to be put on the agenda.",4
"the supreme court's kelo decision undermined this safeguard by allowing local governments to seize a person's home or land not only for vital public use, but also for “public purpose,”",3
and tackle the growing incidence of islamophobic hate crime.,5
that’s why the greens made cutting the pollution that drives global warming a condition of supporting the government in 2010.,2
they said it could not be done but it was.,2
"building on the successes of this parliament, we will focus on delivering efficiency,",2
"we commend the president's leadership in expanding greatly the resources to prevent proliferation, including record-level u.s. and multilateral resources devoted to the nunn-lugar programs and other nonproliferation assistance, including that made available through the creation of the g-8 global partnership, which will provide $20 billion to this effort over 10 years.",2
"they are likely to live further from vital health services, and also further from other women and supporters who can help them on their cancer journey.",4
"it is good for people,",4
"national is also focused on better integrating primary care with other parts of the health service, to provide improved management of long-term conditions and better care for patients.",4
"we will invest an additional £2 billion per year in education, funded by an extra 1p in the pound on the basic rate of income tax.",4
"• apply incentives to business activities which add value, create employment, provide export growth (or import substitution), and/or contribute to regional development.",3
the lrish government has a responsibility to iead the discussion on lrish unity.,1
ensure the proper rehabilitation of offenders within communities to achieve successful reintegration.,5
"all corporations owe it to their shareholders to fully analyze and disclose the risks they face, including climate risk.",4
within this context there are four broad areas where progress is sought.,5
"in november 2018, a report by the un rapporteur on extreme poverty found that poverty in the uk is “systematic” and “tragic” due to the deep “ideological” cuts to public services since 2010.",4
and surveillance equipment to continue the crack down on organised crime.,5
"this would focus on much needed changes to our political institutions: the dáil, the seanad and the presidency.",1
we will push for a societal transformation to make it clear that black lives matter and that there is no place for racism in our country.,4
we commissioned a fuel market study over concerns about how much new zealanders are paying at the pump,3
create opportunity for our people who gave so much to get ireland back on its feet.,3
"in order for northern ireland to become a world class economy, it needs world class infrastructure.",3
we will introduce a similar act in all provinces governed by the da.,5
resolving treaty settlements is a crucial element of maori economic development.,5
"and we will offer 10,000 new homes to rent at below market rates, to help people save for a deposit.",3
"decent jobs, jobs with a future and training, are hard to come by.",4
"providing $25,000 for toloa scholarships for pacific students to pursue tertiary studies in science, technology, engineering and maths",4
less than two million dollars in revenue for the reserve bank of australia; and,2
we call for a dedicated platform for the transmission of radio and tv marti and for the promotion of internet access and circumvention technology as tools to strength cuba's pro-democracy movement.,3
"unfortunately, the latest international studies indicate a fall off in educational outcomes in ireland compared to other countries, with a major decline in performance over the last decade.",4
where the culture of volunteerism is a testimony to the spirit of community that is still alive and well in irish life.,5
an anc government will ensure that south africa has an efficient tax system.,2
we will establish a new prime minister’s business advisory council to advise the executive government on developing the economy.,3
online services being offered from eight monitored agencies have increased from 29.9 per cent in 2012 to 42 per cent at the end of march 2014.,3
and investment.,3
"on september 11, 2001, we saw the spirit of courage and optimism of the american people - that greatest assurance of the ultimate triumph of our cause.",5
"as a result, pepfar now has made significant investments in more than 30 countries, and we set a goal to roughly double the number of lifesaving anti-retroviral treatments we provide by the end of 2013.",4
"our national transformation fund will deliver the investment that every part of britain needs to meet its potential, overcoming years of neglect.",3
we will support global processes on arms control.,0
the operation of this scheme should be reviewed annually to ensure its effectiveness.,2
"this will be a way of connecting people who want to help out in their communities, with those who need that help.",5
"specialist schools will be retained, for when children and parents would prefer that option.",4
increase funding for local authorities so they can provide good quality public services,4
"and provides women with free access to preventive care, including prenatal screenings, mammograms, cervical cancer screening, breast-feeding supports, and contraception.",4
partnered with pasifika futures to provide whanau ora health and social services to pacific communities.,4
"tax bands, rates and reliefs should ensure that everyone contributes according to their ability to pay and that the tax burden is fairly shared.",4
driving up government costs and driving down revenues.,3
ban the advertising of junk food during children's viewing hours.,6
it would not require additional resources.,3
"the tsunami of homelessness is compounding the dangers, as leaving violent partners can mean homelessness for women and their children.",6
we will ensure all detention centers provide access to competent interpreters who speak migrants' native languages and dialects.,5
over the last four years our national health service has been put under intolerable strains.,4
eliminate the debt of collective ownership through local government ratings.,6
"fund councils to deliver additional social housing in their area (over 100,0new homes a year nationally) through sustainable construction, renovation and conversion,",4
"`this would encourage the habit of using public transport among young people early on, with a view to making this a behaviour for life.",4
the justice minister is more interested in getting private developers to build an unnecessary super-prison than in ensuring that the probation service has adequate resources.,2
"− 1970 places in the limited service volunteer programme: instilling discipline, confidence, and motivation in 18-to 24year-olds.",6
you know we are the national party and we stand for regional australia - for the people and communities and businesses outside our capital cities.,6
and is in good financial balance with the rest of the world.,3
"as home secretary, theresa may was soft on crime.",5
legislate to protect penalty rates and the weekend,6
the ff plus does not want to see the significant lessons learnt from the past come to nothing and,5
"that’s why we are committed to ending violence against women, why vice president joe biden originally wrote and championed the violence against women act during his time in the senate, and why we support reauthorizing and strengthening it now.",4
"democrats recognize that self-governance and self-determination empowers tribes to prioritize their needs and plan for the future consistent with their distinct traditions, economies, and institutions.",5
schools can choose how they facilitate before and after-school care.,4
the more we can achieve for people joining the jobs market.,6
"creative education: fine gael acknowledges the benefits to children who engage in the arts and will continue to implement the arts in education charter, which provides an unprecedented opportunity for children and young people to engage in a proactive and meaningful way with arts in education in ireland.",4
labor will invest in life saving research and care for those western australians suffering from chronic disease.,4
"alas, there are no easy ways to eliminate them, not at least if keeping inflation under control is also an objective.",3
"enhance arts provision in our education system and, in particular, increase music provision in primary schools through increased funding for arts council finance for arts in schools programmes.",4
and place a responsibility on every government agency to account for its contribution towards meeting climate targets in everything it does.,4
"giving operating licences to additional fixed-line operators to encourage competition in the ict sector, bring down prices and improve service delivery for consumers;",3
support the establishment of a national art bank that will be responsible for procuring and curating art works from established and emerging artists in public buildings and south african embassies.,4
■ securing and winning a referendum on irish unity,1
we have also struck blows against al-qaeda’s leadership in yemen and somalia – with the full support and close cooperation of those governments.,0
increased supply is the key element in addressing the property price issue facing prospective irish homebuyers.,4
"10 we will raise all current royalty and access charges to international averages, removing all the concessionary tax treatment for the petroleum and mining sectors.",4
no sales of strategic assets,3
we have led the way internationally,5
"australians as global citizens have a duty of care to manage our unique natural environment and its resources, to ensure their ongoing sustainability for future generations, and to help protect the ecological integrity of our planet.",4
local people and neighbours will become the outside link with the world for older people who might otherwise be isolated geographically or socially.,6
"today, only a third do.",4
no-one should have to face this ordeal on their own.,4
"scotland is a welcoming and progressive country, and we value the contribution of all those who choose to make scotland their home.",5
"to do that, we will need to govern in the manner established by theresa may since she became prime minister last year.",2
people will then be able to plan with greater certainty as far as their own savings are concerned.,3
"we will encourage innovative design and technology to make housing more affordable, accessible, and suitable for disabled people",4
"a commercially viable, profitable and efficient an post is key to the long-term viability of the postal market.",3
"the sdlp will be there at westminster to oppose any future cuts that attack the unemployed, the sick and disabled and hardpressed families.",4
"a road map has been agreed for a phased transfer of catholic schools to new patrons, where the support of communities exists.",5
decades of profound economic change have left their mark on coastal communities around britain.,2
"hardworking, ordinary new zealand families make big sacrifices to pay the taxes that fund government spending.",3
 ensure that advice and information is available to businesses to support them in hiring migrants to fill skill shortages;,5
see our housing policy for more details.,4
the spiritual welfare of our troops and retired service members should be a priority of our national leadership.,5
"like other cities, towns and even villages around the country, dublin’s expansion was, and continues to be, ad hoc and developer-driven.",4
"we will strengthen indian voting rights, including improved access to polling locations.",5
snp mps will support the scottish government‘s efforts to maintain all these current standards and regulations.,3
provided $9.4 million this year to improve drinking water in remote communities.,3
"the funding will enable utas to replace and upgrade priority infrastructure that will see the ongoing provision of data critical to the fishing industry, climate prediction and the resources sector.",3
"this sustainability standard not only protects australia’s interests, but ensures global grain trading is not artiﬁcially distorted, but is balanced, and prevents abuses of environmental or human rights in the production of biofuels.",3
we believe that new zealanders want to help those in need.,5
a shorten labor government will invest $9.5 million to close the gap in aboriginal and torres strait islander vision loss.,5
"well, on this question, as on all law and order questions, i'm prepared to take a side.",5
we will publish a code of practice to improve access to buildings and transport.,6
"sense, the national charity for children and adults who are deaf blind and have complex needs, calculates 108,000 learning disabled adults with moderate to severe needs now receive no support at all.",4
"that’s not because of luck, but because we have planned for it.",2
" sold 100% of more than $9 billion worth of state assets between 1984 and 1990, including telecom and the post office bank.",2
we support structural reform in the professions to drive down the cost base for the traded sector.,3
"actively help areas in danger of being left behind,",2
"they will reduce our emissions, lower long-term costs, and improve the security of our energy supply.",3
we will not recognize as binding upon the united states any international agreement forged without the constitutionally required assent of two-thirds of the united states senate.,0
"among others, for the truth about british collusion in murders in this state.",5
enable local authorities to operate licensing schemes for rental properties in areas where they believe it is needed.,3
"labour would stop new zealand investing in much-needed infrastructure and social assets such as schools, hospitals, and ultra-fast broadband, or borrow more from overseas and owe our future.",2
"there is, of course, a long way to go.",3
labour supports a broadly based tax on packaging as proposed by comhar that will raise €60 million.,3
this is likely to increase in the future because of climate change (10) and may include more extreme weather events.,4
"reasonable access to quality, affordable health care and education for all australians, regardless of their location and personal circumstances.",4
labour:  initially dismissed the leaky homes problem as a beat-up.,2
no independent scottish government would ever have allowed bse to gain such a foothold,2
"we recognize that learning starts at birth,",4
but respect is not enough.,4
the republican goal is more ambitious: better health care for lower cost.,3
"we are a pacific nation with economic, military, and cultural ties to all the countries of the oceanic rim",0
