text,label
– Many seniors today have the capacity to stay in their own homes but often find that the rising costs of property taxes and maintenance outstrip increases in their income.,6
And Asia – already a technological and export powerhouse – is poised to be the global growth leader for decades to come as China and India become economic juggernauts.,0
"A Conservative government will provide a truly independent Ethics Commissioner who will answer to the House of Commons, not the Prime Minister’s Office.",1
"Paul Martin and the Liberals have: Spent more than $100 billion on tax cuts skewed towards corporations and the well-to-do, while claiming Canada lacked the fiscal freedom to invest in innovative ideas that create jobs in our communities and protect the environment.",3
"Since then, federal commitments to the NCB have increased to ensure more than $10 billion annually by 2007.",2
At least one in four Canadian women will be assaulted some time during her life.,4
"And second, because the post-war baby boom is about to hit retirement age.",6
And – as just another example of the lack of respect of the Liberal government for Parliament – this unanimous motion was ignored.,2
"We have also announced a $100-million, five-year program for geological mapping of Canada's energy and mineral resources.",3
Canada is one of the most diverse countries in the world.,5
Green Party MPs will: Push for renewed Canadian leadership in health promotion both nationally and in on the international stage.,5
We plan to establish the equivalent of the Japanese National Treasure programme where outstanding individual artists are supported to perfect their craft.,4
"But as the numbers increase we also must be more active in identifying immigrants who meet Canada’s evolving workforce needs – needs that are determined in consultation with provinces, communities and those in labour and business.",2
That includes restoring and protecting watersheds from industrial activities.,4
Its value as a carbon reservoir will far outweigh short-term economic gains.,4
And we will cut the middle class tax rates to 21 per cent from 22 per cent (a 4.5 per cent cut) and to 25 per cent from 26 per cent (a 3.8 per cent cut).,3
and ensure we can produce high quality made-in-Canada shows for everyday Canadians to enjoy.,5
We will invite provinces and territories – who have the jurisdiction to enforce the ban – to participate so as to make the ban national.,2
The Green Party Government will continue the gas tax commitment as envisioned by the previous government to allow for stable and predictable funding.,2
All nations today are being challenged to protect their share of the world’s wilderness and wildlife habitats.,4
We don’t think so.,2
2030: 250 MT reduction (62% below today),4
Increase investment in base infrastructure and housing for our forces.,0
"Nevertheless, protecting those trade relationships depends agreement.",0
"Innovation – The government is continuing the strong record of Liberal support for research, committing $1.25 billion of new funding for innovation, with emphasis on commercialization",3
a Liberal government will focus its effort around two themes: learning,4
We have a two-track action plan.,4
"In the next Parliament, we will also work to deliver on the following priorities: jobs, child care, housing, new Canadians, seniors, ending violence, renewal and peace and security.",2
Pass a new Leadership Accountability Act to shed the bright light of accountability onto party leadership contests.,1
Employed Canadians are among the most overworked citizens in the industrialized world.,3
"We decry the shift to a managerial culture, in which policy expertise is degraded in preference to management experience.",4
"Based on the rules for “national treatment,” if Canada allows increasing numbers of for-profit facilities, we run the risk of losing our entire universal single payer system in a NAFTA challenge.",3
"A key part of that plan is also to build the right investment environment, since investment is a fundamental driver of productivity, growth and jobs.",3
Improve the energy efficiency of our transportation system.,3
"A Conservative government will: Ensure that all government public opinion research is automatically published within six months of the completion of the project,",1
"To be most effective there must be close co-ordination among the federal, provincial, and municipal governments.",2
The leave will be available to those qualifying for EI benefits.,4
"Projecting these ratios forward – based on the forecasts in the Update and augmented by the new measures in the Platform – shows that revenue is expected to continue to decline as a percentage of GDP, reflecting our proposed tax reductions.",3
"Terrorist attacks, natural disasters, and outbreaks of disease world-wide have focused the spotlight squarely on the Liberal government’s inaction regarding terrorist and other threats here at home.",5
"Acquire equipment needed to support a multi-role, combat-capable maritime, land, and air force.",0
Both will co-exist.,4
Aboriginal health status as measured by life expectancy and infant mortality to match the Canadian average.,4
"Numerous instances of Paul Martin ignoring majority votes of Parliament, including proceeding with a bill defeated by Parliament.",2
Developing a labour market strategy for persons with disabilities that includes a plan for increased participation in the federal government workforce and expanded measures to help other employers to make workplaces accessible and accommodate persons with disabilities.,4
"Launched in 2003, and funded with $810 million over five years, the Action Plan supports the development of official language minority communities in the areas of education, community development and excellence in the federal Public Service.",5
Canadians can count on their public pensions.,4
and enhanced workplace skills.,3
and instituting state-of-the-art ecosystem based management and stewardship on the remaining landscape.,3
Canada’s armed forces remain in a grossly underfunded condition today.,0
"Establish a new authority to establish a just transition fund for the automobile sector, funded by an additional fee on all fuel inefficient car sales in Canada.",3
"Throughout the 1990s, Canadians were told the debate over public health care was about money, not ideas.",4
"Increase the Gas Tax Transfer to municipalities to the full 5 cents per litre requested by the Federation of Canadian Municipalities to be used for sustainable transportation initiatives – such as public transit, cycling and pedestrian infrastructure and rural roads.",3
Large Final Emitters produce around 50% of our total emissions.,4
"At the same time, the use of guns in our urban centres is typically not the same as the use of guns in our rural communities.",5
"A new Guaranteed Family Supplement, which is a new addition to the Child Tax Benefit.",4
"At the same time, Canadian businesses can gain better access to the latest research knowledge from universities.",4
and invest in critical needs like infrastructure for cities and communities.,3
"The first piece of legislation to be introduced by a Conservative government will be the Federal Accountability Act, a sweeping plan to clean up government.",1
"Strengthening laws to combat organized crime and anti-gang laws, including better support for “megatrials” to prevent cases from falling apart, long delays and jury harassment.",5
"Some of the pollutants generated in southern Canada end up in the high Arctic (through airborne contamination - see Air Quality section), causing irreparable harm to wildlife and poisoning the food system that many Inuit rely upon.",4
The limited tax cuts of the October 2000 pre-election mini-budget have still not offset the higher taxes that Canadians have paid during the Liberal years.,3
"With assistance from countries like Canada, developing countries have made real progress over the past 40 years.",0
"As a vibrant sector of the economy, cultural industries create jobs here at home, increasing our prosperity.",4
A Conservative government will: Give the Comptroller General the overall authority for the internal audit function in each government department.,5
Urban sprawl means commuters crawl.,3
"A report published by the C.D. Howe Institute has shown that through the government’s plan, “[greenhouse gas]” emissions are unlikely to fall below current levels before 2020.”",4
"Jack Layton and Canada’s NDP would work for fair trade by: Recognizing that current trade deals like NAFTA aren’t working for many Canadian businesses, communities and workers.",3
"We will work with the provinces and territories and our NAFTA trading partners in the United States and Mexico, at both the national and state levels, to develop and implement a North America-wide cap and trade system for greenhouse gases and air pollution, with implementation to occur between 2012 and 2015.",4
"A Green government will re-invest in our national rail infrastructure and intermodal connections, increase joint federal-municipal light rail investments, as well as improve VIA rail service across Canada.",3
and prohibit persons already ordered deported from parole eligibility before deportation.,5
"We want Canadian cities and communities to be great places to live, places that provide affordable housing, good public transit, quality health care, excellent schools, safe neighborhoods and abundant green spaces.",2
"This transfer should not depend on matching funds from provinces, many of which are fighting deficits directly linked to Paul Martin’s choices while finance minister.",2
so long as the province offers a similar program with similar accountability structures.,2
Protect families by giving Health Canada and the minister responsible for consumer protection greater authority to:,3
"Recognizing the equality of loving adult partnerships by extending civil marriage equality to same-sex couples, while respecting each religion’s right to determine its own definition of marriage.",4
"It’s time for a vision for Canada based on innovation, enduring values, responsible finances and investing your tax dollars in things that matter.",3
"To support environmentally sustainable infrastructure, the Liberal government committed to provide $5 billion to municipalities over five years.",4
"In the 2005 - 2006 fiscal year, the cost of servicing that debt was $33.8 billion.",3
"In contrast, Stephen Harper and the Conservative Party propose modest and affordable steps that will improve the lives of Canadians while maintaining the health of our national finances.",3
"In 2004, the Standards Council of Canada adopted a Standard for Voluntary Labelling but it has not been widely adopted.",3
"If every human being consumed as much as the average Canadian or American does today, it would take five planet Earths to provide the necessary resources.",3
and to make sure that we are creating and preparing Canadians for the next generation of work.,3
"work to re-open U.S. markets based on fair trade in lumber,",3
Employment programs and conflict mediation skills training.,4
"Place a four-year minimum sentence on all weapon offences, such as “possession of a concealed weapon”.",5
"To make a dire situation worse, fisheries face other serious problems besides over-fishing: habitat destruction and a lack of scientific knowledge of the status of marine resources and the role of oceanic food chains.",4
"In our globalized marketplace where competition is tighter and competitive advantages more crucial, our national, provincial, territorial and regional economies must be defined by a culture of increasing knowledge and innovation.",3
"This will allow provinces, territories and stakeholder groups to make long-term plans.",3
"Jack Layton and Canada’s NDP respect private enterprise but also recognize that competition alone does not ensure cheaper prices and properly functioning markets, particularly in fields dominated by a small number of large corporations, like credit cards.",3
"As the Cold War fades into memory and new security challenges emerge, it’s time for Canada’s security policy to evolve.",0
Innovation contributes to Canada’s economic growth by increasing efficiency and creating new products.,3
"Once we envision the society we want, we clearly see its outlines.",5
"A Senate Committee, chaired by Senator Michael Kirby, has completed an extensive study of mental health in Canada and will report in early 2006.",6
Every three seconds a child dies from poverty related causes.,0
Cease Canadian participation in the Liberal and Conservative-driven Security and Prosperity Partnership (SPP).,0
"On top of this, we have an outdated voting system where the popular vote is not translated into seats, leaving many voters unrepresented.",1
"We will enhance access to capital, skills training and natural resources,",3
Restructure education of health care professionals to incorporate adequate training in health promotion,4
"– As an important step towards fairness for women, implementing the recommendations in the Pay Equity Task Force Final Report.",4
Channel aid through local civil society groups whenever possible.,0
Spearheaded the first of many Team Canada trade missions in 1994.,0
The federal government must work to ensure sustainable use of our water resources,3
"* Promote the use of wood waste, rather than foods such as corn, to produce bio-fuels.",3
"The integrated team is comprised of Canadian Forces members, as well as officials from the Canadian International Development Agency (CIDA), Foreign Affairs Canada and the RCMP.",0
"Paul Martin and the Liberals have: Cut more than $4 billion from post-secondary education transfers, directly contributing to a decade in which tuition rose by five times the inflation rate.",4
"A re-elected Conservative Government led by Stephen Harper will maintain financial support for arts and culture at or above existing levels,",4
"1. We will specifically: Introduce a new, universal child tax benefit worth $350 per child, per year, on top of all existing child benefits.",4
We will offer relief to motorists on their fuel costs.,4
"We have also increased the maximum amount of the refundable medical expense supplement (RMES) to $1, 000 from $750 annually.",4
"The Green Party of Canada is committed to nurturing families and communities through integrated policies that focus on the welfare of the child, starting with prenatal nutrition all the way to affordable housing",4
"and that all restricted firearms, including handguns, are registered.",5
Support Stephen Lewis’ call for international action on women’s equality.,0
Strengthen the rules of conduct for lobbying.,2
"Canadian communities – urban and rural – thrive in our Green Vision,",2
"a) Introducing cost-shared programs to help farmers protect wildlife habitat areas and marginal lands, maintain water quality in streams, lakes and aquifers and retain and improve soil quality;",6
Canada has historically been a secure country.,5
The Registered Disabilities Savings Plan (RDSP) will be built on the model of the Registered Retirement Savings Plan (RRSP).,3
What is a reasonable standard of timeliness?,4
To desire a better country – to demand better – is part of our Canadian spirit.,5
This will put up to $250 into the pockets of those working Canadians who need it most.,6
"The Canadian cultural sector is a vital contributor to the economy, generating more than $40 billion per year and providing jobs to nearly 600, 000 Canadians.",3
Through culture we discover our origins and our aspirations.,5
"Canada will work with other nations to include a series of Solutions Uptake Clauses in Kyoto 2 designed to accelerate the uptake of carbon-reducing technologies, using annual commitments by member countries to purchase or require the increasing use of solar PV, solar hot water, electric vehicles, PHEVs, carbon capture and sequestration, efficient light bulbs and appliances, and other technologies.",4
The Benefit helps Canadians get over the welfare wall and into the workforce.,4
Canadian artists are taking their place on the world stage but still need help at home.,6
"A Conservative government will: Ask the Auditor General to conduct, on an expedited basis, an audit of all federal grant, contribution, and contracting policies, and will commit to following her recommendations.",2
* Help develop national guidelines for care of the frail elderly who have special needs and require care by geriatric specialists.,4
"Re-establish Employment Insurance as a core of Canada’s system of income security for working women, men, and their families.",4
We must begin...,4
It’s time to stop listening to polluters and their friends and move ahead on the targets and timelines contained in the Kyoto Protocol on climate change.,4
"The funds have been able to attract well over $1 billion of municipal, provincial and private sector investment in a very broad range of environmentally sound infrastructure projects.",3
"Too many crime-related problems begin when our youth are not equipped with the necessary life skills to make the right choices, to say “no” to drugs, gangs, and violence.",4
We will respect Ottawa’s fiduciary obligations and encourage the participation of public and private sectors with the federal government in skills training initiatives.,3
Landfills also leach toxic chemicals into soil and water.,4
and requiring gasoline to contain 5 per cent renewable content by 2010 (2 per cent renewable content for diesel by 2012).,3
Non-rated appliances will be eliminated from the market.,3
"Over the last fifteen years, international free trade agreements have become an important part of Canada's economy.",3
"For those with enough money to gamble, the world currencies represent a giant casino.",3
"There are tens of thousands of “green-collar” jobs, for example, associated with refitting Canadian homes and businesses for energy efficiency.",3
The Conservative approach to social policy is a mistake.,2
"d) Address invasive species in the Great Lakes by developing stringent, science-based protocols for ballast water flushing prior to entering the St. Lawrence waterway,",4
The loss of ice due to climate change threatens seal populations and exacerbates what many believe is an already unsustainable level of hunting.,3
Ensure federal corrections officers have the tools and training they require to do their job as peace officers.,5
"Introduce a high tax bracket on incomes over $150,000.",4
"The 8%/year commitment doubles aid from 2001/02 to 2010/11, with a one-time $320 million increase for the fiscal year ending March 31, 2006.",0
Our national tradition of welcoming newcomers and embracing social and ethnic differences gives us a unique opportunity to exert a positive influence on the rest of the world.,5
"Many have reduced customer service while charging unreasonably high fees, especially for automated banking.",3
and further act in solidarity by declaring it a basic human right within Canada.,1
"This election, Canadians face a clear choice.",2
b) Prioritizes fair trade in agricultural exports and imports;,6
Support tradespeople and others who are forced to travel and work away from home with new tax deductions that recognize these expenses.,3
"Scrapping the corporate-driven review of the Food and Drugs Act and enforcing a “precautionary principle” approach, ensuring that when there are uncertainties, decisions must err on the side of health and environmental safety.",4
"Despite having its objective of “maintaining an ecosystem-based approach,” CEPA fails to provide specific protection for Canada’s most significant and vulnerable ecosystems, in particular the Great Lakes-St. Lawrence basin, Georgia and Juan de Fuca Straits and the Arctic.",4
"The GST affects everyone – families, seniors, and young people just getting started in life.",4
"after raising the gas tax supposedly to pay off the deficit, refused to share any of it with municipalities long after the deficit was gone.",2
"In 2003, Canadians worked ten days longer to pay their annual tax than they did in 1995.",3
"In other words, the federal government charges Tax on Tax.",3
"– Standing behind the right of Canadian farmers to use single-desk marketing for western wheat, and over-quota tariffs to maintain the health of our domestic supply management sectors.",3
and skills development programs to engage young people in the workforce.,3
Cervical cancer screening for women aged 18 to 69 every three years after two normal tests.,4
"The Green Party wants to help restore balance in the lives of Canadian workers by increasing paid vacation entitlement at the federal level, and supporting provincial policies mandating shorter working hours.",4
"To accomplish these goals, we will: – Encourage a culture of home ownership in Aboriginal communities.",5
"This will start with 10% in 2012, 25% in 2020, 50% in 2023 and 85% in 2040.",4
And it is demonstrated by our emphasis on support for public transit in Toronto and for the Metro in Montreal.,3
"The new policy reflects Canadian values of democracy, human rights, respect for the rule of law and pluralism.",5
"Opposing large-scale corporate tax reductions which, as we saw with Ontario’s Conservative government, British Columbia’s Liberal government and George Bush’s Republican government, cause large deficits and massive cuts to vital public services.",4
* Create a fund for excellence in post secondary teaching in which funding is increased as the student to professor ratio decreases.,4
"Canadians are rightly proud of our values of freedom, fairness, and compassion.",5
and in the interior of British Columbia as economic disaster looms for forest dependent communities due to the climate-caused pine beetle epidemic.,3
Promoting the Development of Northern Pipelines,3
"Serving notice of NAFTA renegotiation to provide guaranteed, managed access for Canadian industries to the United States and to ensure NAFTA does not supersede existing environmental, cultural or labour treaties.",3
"We feel that one of the best ways to break down barriers and advances opportunities for women is through a poverty-eradication, a national affordable child care program, programs to eliminate the financial barriers to post-secondary education, programs for affordable housing and the adoption of a Genuine Progress Indicator that includes measures of unpaid and voluntary work by women (see other sections in this document).",4
Local food production will be encouraged to reduce emissions from transport.,4
a) Passing Federal legislation to prohibit bulk water exports;,3
"In fact, one million low-income Canadians have been removed entirely from the tax rolls since 2000.",4
and accessible post secondary education.,4
"Although this bill died when the opposition forced the election, a Liberal government will reintroduce it to give Canadian creators and their works protection without nullifying the great public benefits made possible by digital technologies.",4
"While these negotiations are under way, a Liberal government will act immediately in the following areas within the identified priorities.",2
Require full accuracy and accountability for labels stating “Made in Canada”.,3
"while reducing taxes on income, products and economic activities that do no harm.",4
The sponsorship scandal first came to light in an internal audit – an audit which the Liberals initially tried to cover up.,2
Canada’s energy consumption record is nothing to be proud of.,3
And literacy rates have risen on average to more than 80%.,0
"They must demand a government that will be less interested in flashy announcements at international conferences, and more interested in environmental results.",5
Bring pay fairness to women workers by finally implementing the recommendations of the Pay Equity Task Force.,4
We have also renewed funding for the Residential Rehabilitation Assistance Program to assist low-income Canadians in renovating their homes,4
"* Develop, in collaboration with provincial and territorial governments, a set of national home care objectives in a National Home Care Policy, that incorporates and improves upon existing policies affecting eldercare, including but not restricted to: ensuring couples needing support and care can continue to live together; economic allowances (such as tax rebates); living choices; transportation and respite care.",4
A Conservative government will be committed to meeting the needs and interests of Canada’s families and building a stronger society.,5
Measures to meet Kyoto targets by reducing reliance on fossil fuels will have important benefits in avoiding ever worsening heat impacts and these contaminants.,4
Tax-deductible Green Mortgages for home-owner energy retrofit costs;,3
Jack Layton and Canada’s NDP say it’s time for honesty about our fiscal situation.,5
"In the last Parliament, Jack Layton and the NDP got results for Aboriginal people by including dedicated funds for Aboriginal housing and education in the NDP budget.",4
So we need smart and efficient immigration procedures.,2
We must also lead by example to encourage developing countries to do their part.,0
"Middle-income Canadians have been hit hard by a decade of economic neglect, and have seen only slight reductions in income taxes.",2
"For these reasons, Liberals committed during the 2004 election campaign to invest $1billion over five years toward development of a national caregiving agenda.",4
"Our opponents are making grandiose and expensive promises that would require massive tax hikes or deficits, or both.",3
Allow the parents of young people under 16 years old who register their children in programs that promote physical fitness to claim a federal tax credit on spending up to $500 per year per child spent on registration fees and memberships.,4
* Build a low-carbon tourism sector based on intermodal rail and bicycle touring.,4
"•A belief in our constitutional monarchy, the institutions of Parliament and the democratic process;",1
"Over the years, the RCMP has been taking on too many roles—from enforcing federal laws, to policing in our cities under contract, to serving as security officers—and lacks clear direction.",2
We need to unite Canadians behind a strategy for our country’s long-term energy security.,5
Jack Layton and the NDP have responded to this crisis of confidence in our government with a plan of action to clean up the corruption and make our government truly accountable to Canadians.,2
Improve endangered species protection.,4
Green Party MPs will: Vigorously oppose mergers of the large banks in Canada.,3
"A re-elected Conservative Government will expand the current Registered Education Savings Plan (RESP) to allow charities and not-for-profit organizations to establish RESPs, in partnership with parents, for children from low-income families that otherwise would not have the ability to save.",5
The Liberal government has committed to a target debt ratio of 25% of GDP in ten years.,3
"For example, the European Union has already banned some of the most toxic substances being dumped into the environment by industry.",0
"The strength of Canada is the strength of our people and our communities,",5
The registry will include mandatory DNA sampling of all those convicted or currently in custody on such offences,5
"Genuine, beneficial reform requires new approaches to primary health care (for instance, better access to doctors, nurses and clinics, no matter the time of day), home care, a reduction in waiting times and coverage for prescription drugs in situations where expenses are catastrophic to personal or family finances.",4
"Women entrepreneurs face three challenges in particular: financing, information and skills development, and networking.",3
Pass legislation providing that ships and their cargo can be seized and impounded until fines are paid.,5
Canadians need to reduce our economy’s reliance on polluting fossil fuels,4
emergency assistance for grains and oilseeds farmers;,6
Fossil fuels will remain the most important source of energy in the world for the foreseeable future.,3
while major industrial sectors such as automotive and forestry shed jobs as they struggle to stay afloat.,3
Improve the Great Lakes Water Quality Agreement.,4
"When Canada embarked on reducing its deficit, the government told us the resulting freedom would help us build the country we wanted.",5
"Income from these invested contributions will be tax-sheltered, as in an RRSP, and could be transferred for the benefit of the disabled dependent after a specified holding period – say, five years.",3
The Liberal government has already bolstered the Canadian Forces by:,0
"In the last few years, despite rhetoric about “safety nets”, the federal government has refused to issue emergency orders to protect critical habitat on non-federal lands.",4
Underwrite low-interest mortgages for affordable housing– using the large profits generated by the Canada Mortgage and Housing Corporation –,4
"Tougher penalties – A Liberal government will re-introduce legislation to crack down on violent crimes and gang violence,",5
"While it is true that an unacceptably large number of Canadian families live in poverty, many more are suffering from “time poverty.”",6
One of the best ways to generate business investment in green technology in Canada is by offering tax incentives for that investment.,4
The health of Canada’s population today and in the future depends on the environmentally sustainable production of wholesome food.,3
"whether that means formal child care, informal care through neighbours or relatives, or a parent staying at home.",4
"Invest in research and development, especially medical and scientific research.",3
Excluding a gas tax increase while recognizing that the Liberal plan is to reach $40 per tonne will reduce the average direct cost to approximately $250 per household.,4
"and that our federal government is actively protecting us against terrorism, smuggling, and organized crime.",5
The act will set minimum standards of treatment and have a timetable for the phase out of intensive factory farming and other inhumane animal husbandry practices.,4
Putting resources in place to end lengthy delays in processing applications from some overseas posts such as Beijing and Delhi.,2
There must be a significant re-design of the international mission to Afghanistan before it is too late.,0
"We must help them recognize the dangers of violence in their schools and community, so that they reject gang and gun violence.",4
Extend funding for radar satellite surveillance on the Atlantic and Pacific Coasts.,5
We will ensure that no province is adversely affected from changes to the equalization formula.,2
"The answer depends largely on whether human beings live at the levels of consumption of the average Canadian or, instead, at the levels of the average person in sub-Saharan Africa.",3
"The Green Party believes that we can solve health care problems, including excessive wait times for surgeries, within our public health care system, as they are doing successfully in Alberta (hip and knee replacement program) and many parts of Europe.",4
Canadians must demand better democracy.,1
"In his corporate life, Martin’s company was the Great Lakes’ largest shipper of coal, which changes the climate and causes smog faster than any other fuel, and he plans on giving away emission credits to corporations for free.",3
In the other cases they have been simply prorated equally over the full five-year commitment.,3
This will protect consumers from phoney and sometimes dangerous products that are passed off as reliable brand-name goods.,3
"The Green Party of Canada is aiming towards global disarmament, and towards contributing to the conversion of all military industries in Canada and worldwide into peaceful industries.",0
The federal government will create a new Home Care Fund totaling $2 billion over five years to encourage the needed reforms.,4
"the threats to our security and unity – are long-standing and familiar, though always evolving.",5
"A re-elected Conservative Government led by Stephen Harper will enhance the current Apprenticeship Incentive Grant by adding an additional $2,000 completion bonus for apprentices who complete their training.",3
"Municipalities need stable and predictable funding so that they can invest in critical infrastructure such as mass transit, sewage treatment, energy efficiency improvements, better water systems to reduce waste and cope with erratic precipitation patterns of a changing global climate,",3
"We will pass legislation that will adopt a zero tolerance policy for child porn, eliminating the so-called “public good” defence.",5
"* Give funding priority to small-scale projects to restore and enhance wild fish stocks, especially with aboriginal peoples and traditional fishing communities using traditional technologies.",4
"Supporting only those carbon sink projects that improve local biodiversity, create local economic development and do not divert funds from permanent solutions such as energy efficiency and green power.",2
and create a national clean rail freight initiative that uses both regulatory means and financial incentives to improve fleet efficiency and safety.,3
"To receive funding under the new Foundations program, provinces and territories will be invited to pass legislation implementing the QUAD principles.",2
"It is not meaningful to project a precise year by year profile of spending since, in many cases, this will depend on discussions still to be held with other governments and stakeholders.",3
It will also create fuel efficiency standards in line with leading US states for the 2011 model year.,3
This is especially important when considering the changes in quality and quantity of Canada’s freshwater that will occur due to climate change.,4
"A Conservative government led by Stephen Harper will amend election financing legislation to prohibit all corporate, union, or organization donations to political parties and candidates.",2
Provide national and international leadership to prevent build-up and counteract the harmful effects of marine debris.,4
Our trade surplus has nevertheless remained exceptionally strong.,3
"After deciding not to participate in the war in Iraq, Canada has taken an active role in the country’s reconstruction with the provision of more than $300 million in humanitarian aid, and forgiveness of approximately $750 million of debt.",0
A Conservative government will stand up for workers in traditional industries.,3
"Workplace child care has been shown to improve productivity, decrease employee absenteeism, ensure quality care for children (because parents can “drop in” at any time to see their young children), and permits longer breast-feeding of infants.",4
Modernize the administration of our fisheries to ensure greater focus on conservation,4
and government can play an important role in building strong communities.,2
"Make Canada’s cities and communities genuine partners in a mission to build global economic competitiveness and to provide living environments that are culturally rich, respectful of diversity, and secure",2
"We must demand better health care, with adequate, stable funding, shorter waiting lists, and increased accountability for meeting standards.",4
Improve workplace standards and protect workers’ pensions.,4
"boost innovation,",3
The Quebec sponsorship scandal is one of many scandals and broken promises causing Canadians to lose trust.,2
They didn’t.,2
Paul Martin and the Liberals have spoken fine words about supporting Canada’s aboriginals for many years.,6
Green Party MPs will: Press professional societies to remove unnecessary barriers recognizing the professional credentials of immigrants.,3
Liberal inattention and inaction has put Canada at risk of becoming a “safe haven” for criminals and terrorists.,2
Each gigawatt of nuclear energy requires 170 tonnes of uranium.,4
It is important to ensure that lower-income Canadians are able to cope with any potential increase in their energy costs.,4
Honouring Canada’s commitment to the Global Fund for AIDS relief by tripling existing funding.,0
The Government of Canada provides a wide range of supports to all families.,4
and to replace the current emphasis on voluntary action with mandatory pollution prevention measures.,4
* Provide more information to Canadians about healthy food choices and lifestyles.,4
Implementing the recommendations of the Heritage Committee Report to support distinctly Canadian media industries.,4
We expect that resources will be quite constrained for the next couple of years but anticipate greater flexibility in the subsequent three years.,3
* Structure the spending for sports to ensure there is a practical progression of long-term financial support for sport at all levels in the sports continuum.,3
Canadians understand that a strong economy is the essential underpinning of a successful society.,5
"Mr. Justice Gomery is scheduled to release the second phase of his report on February1, 2006 which will make recommendations based on his investigation of the circumstances that led to abuses in the sponsorship program.",2
* Reduce the paperwork burden on small businesses by eliminating duplicative tax filings and red tape.,2
"The Liberal vision for people with disabilities is therefore a vision of a truly Accessible and Inclusive Canada – accessible and inclusive not just for persons with physical disabilities, but also persons with psychological and other invisible disabilities.",4
"Line 4 is the cost of the measures in the Economic and Fiscal Update, including the personal income tax cuts proposed by the Martin government in the Update and passed by Parliament before dissolution.",3
and decrease our contributions to NATO war efforts.,0
"* Enforce sustainable harvesting technologies such as long lines, cod traps or significantly modified mobile gear and monitor results to ensure the return of healthy stocks and biodiversity.",4
Jack Layton and the New Democrats will: Introduce a Poverty Elimination Act to eliminate poverty in Canada by the year 2020:,4
"A Conservative government led by Stephen Harper will make all votes, except the budget and main estimates, “free votes” for ordinary Members of Parliament.",1
"Various regional development programmes (ACOA, Western Economic Diversification, Canadian Economic Development in Quebec) have funneled billions into failed enterprises.",3
"Achieving this vision will require large-scale investments in every region of the country to strengthen Canada’s multi-role, combat-capable defence force.",0
"Working with the provinces and health care providers, we will design the right nationwide approach to provide all Canadians with a basic level of coverage, including catastrophic protection, and to contain pharmaceutical costs.",4
"To begin with, these investments respond to the reality of modern life: that both parents want to, and often need to participate more fully in the paid labour force while knowing that their children are thriving in a caring, stimulating environment.",4
It is also true that the Green Party does politics a little differently.,2
"* With the provinces, First Nations and the logging industry, devise incentives that promote the use of single stem selection logging and longer rotations that conserve natural forest ecosystems.",4
That is why the Liberal strategy to promote economic development in Canada’s regions will emphasize the “new economy” fundamentals – skills upgrading; support for R&D; building research capacity in regional universities; and modern infrastructure (e.g. broadband communications).,3
Recent history makes it clear that purely voluntary efforts do not work.,4
"A Liberal government will increase the Army Reserves to 18,500 from 15,500.",0
"We will build carbon pricing into our strategy for international trade, endeavouring where possible to ensure that goods from countries that are not pricing carbon will face a tariff reflective of carbon content.",3
The fair and effective administration of justice is a cornerstone to maintaining a safe community.,5
High taxes.,2
Canada’s multicultural diversity is an essential part of our national identity.,5
There in no more financially strategic or medically flexible way to help our health care system than increasing the role and numbers of nurses and nurse practitioners.,4
* Ensure all seniors who qualify are made aware of available federal income supplements available and instructed on how to apply for them.,4
We have to break this vicious cycle.,4
"– Provide significantly increased federal funding for public transit, rail transport and rail passenger services, and low-impact transportation options including cycling and pedestrian facilities.",3
Abandoning Paul Martin’s appeal of the Supreme Court decision extending retroactive CPP Survivor benefits for same-sex couples.,4
"A Conservative government will seek to strengthen rules-based trading arrangements,",3
Questions are being asked about the financial sustainability of medicare.,4
Introduce an Every Vote Counts Act to change Canada’s federal electoral system to a mixed electoral system that combines constituency-based MPs with proportional representation.,1
"For the long term, we favour working with provincial and territorial governments to develop a consistent rules-based system of fiscal equalization designed to equalize basic services rather than simply revenue-raising capacity.",2
"Expand the New Deal to allow all cities and communities, including cities with more than 500,000 people, to use gas tax transfer dollars to build and repair roads and bridges to improve road safety and fight traffic congestion.",3
* Introduce a Corporate Social Responsibility Act to regulate the mining industry requiring the highest environmental practices,4
"Canadians believe deeply in equality of races, of religions and of people.",5
We will also restore the $5.1 billion commitment and the specifics of the Kelowna Accord.,2
"A Conservative government is also prepared to negotiate with the provinces to achieve a greater long-term federal commitment to health care funding, provided that new funding is linked to achieving the broader health reform goals of the 2003 Accord.",4
But families need support and recognition from government.,5
and support for United Nations peacekeeping operations.,0
"Add energy conservation and efficiency criteria to the Canadian Building Code, working with provinces and territories.",3
"Mandatory labelling of farmed fish and genetically engineered food,",3
"And while very encouraging progress has been made with respect to post-secondary education, young Aboriginal Canadians are still much less likely than other Canadians to hold university degrees or college diplomas – e. g. , among 18–29 year olds, only 23% of Aboriginal Canadians have completed post-secondary education, about half the completion rate of the population at large.",4
"– Provide adequate housing, water, and infrastructure.",3
"A Liberal government will continue to contribute to solutions for housing in Canada, building on our existing $1 billion contribution to stimulate affordable rental housing;",4
Legitimate target shooters who meet strict requirements will be exempted.,5
"According to Goldman Sachs, the amount of international capital to be invested in environmental technologies and clean energy has skyrocketed from $400 billion in 2003 to $3 trillion in 2006 – more than a seven- fold increase in just three years.",3
